id,ac_id_09,booth_id_14,electors_14,missing_percent_14,age_avg_14,age_stddev_14,age_muslim_avg_14,age_muslim_stddev_14,women_percent_14,women_muslim_percent_14,muslim_percent_14,buddhist_percent_14,age_buddhist_avg_14,age_buddhist_stddev_14,women_buddhist_percent_14,hindu_percent_14,age_hindu_avg_14,age_hindu_stddev_14,women_hindu_percent_14,jain_percent_14,age_jain_avg_14,age_jain_stddev_14,women_jain_percent_14,parsi_percent_14,age_parsi_avg_14,age_parsi_stddev_14,women_parsi_percent_14,sikh_percent_14,age_sikh_avg_14,age_sikh_stddev_14,women_sikh_percent_14,christian_percent_14,age_christian_avg_14,age_christian_stddev_14,women_christian_percent_14
63,1,63,1110,4.86,0.0,0.0,0.0,0.0,0.0,0.0,66.28,0.0,0.0,0.0,0.0,27.93,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,0.0,0.0,0.0
64,1,64,1259,5.08,0.0,0.0,0.0,0.0,0.0,0.0,68.28,0.0,0.0,0.0,0.0,27.28,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0
65,1,65,870,7.24,0.0,0.0,0.0,0.0,0.0,0.0,55.88,0.0,0.0,0.0,0.0,39.4,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0
66,1,66,1080,6.29,0.0,0.0,0.0,0.0,0.0,0.0,52.86,0.0,0.0,0.0,0.0,43.37,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.09,0.0,0.0,0.0,2.07,0.0,0.0,0.0
67,1,67,990,4.54,0.0,0.0,0.0,0.0,0.0,0.0,81.79,0.0,0.0,0.0,0.0,15.13,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0
68,1,68,1440,5.0,0.0,0.0,0.0,0.0,0.0,0.0,74.48,0.0,0.0,0.0,0.0,21.63,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0
69,1,69,1355,5.6,0.0,0.0,0.0,0.0,0.0,0.0,49.17,0.0,0.0,0.0,0.0,46.98,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0
70,1,70,961,6.03,0.0,0.0,0.0,0.0,0.0,0.0,32.66,0.0,0.0,0.0,0.0,63.23,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0
71,1,71,975,5.53,0.0,0.0,0.0,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,51.14,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0
72,1,72,1034,4.25,0.0,0.0,0.0,0.0,0.0,0.0,79.29,0.0,0.0,0.0,0.0,16.96,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
73,1,73,930,4.19,0.0,0.0,0.0,0.0,0.0,0.0,81.59,0.0,0.0,0.0,0.0,14.36,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0
74,1,74,1164,4.81,0.0,0.0,0.0,0.0,0.0,0.0,53.33,0.0,0.0,0.0,0.0,41.69,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,0.0
75,1,75,1016,5.41,0.0,0.0,0.0,0.0,0.0,0.0,27.05,0.0,0.0,0.0,0.0,67.95,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0
76,1,76,930,5.05,0.0,0.0,0.0,0.0,0.0,0.0,36.12,0.0,0.0,0.0,0.0,53.11,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72,0.0,0.0,0.0
77,1,77,990,5.35,0.0,0.0,0.0,0.0,0.0,0.0,38.42,0.0,0.0,0.0,0.0,58.16,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0
78,1,78,1463,4.03,0.0,0.0,0.0,0.0,0.0,0.0,62.25,0.0,0.0,0.0,0.0,33.26,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0
79,1,79,1440,6.87,0.0,0.0,0.0,0.0,0.0,0.0,57.12,0.0,0.0,0.0,0.0,39.07,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0
80,1,80,887,5.97,0.0,0.0,0.0,0.0,0.0,0.0,61.63,0.0,0.0,0.0,0.0,33.93,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0
81,1,81,1320,4.39,0.0,0.0,0.0,0.0,0.0,0.0,64.65,0.0,0.0,0.0,0.0,29.31,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,0.0,0.0,0.0
82,1,82,1230,4.47,0.0,0.0,0.0,0.0,0.0,0.0,55.06,0.0,0.0,0.0,0.0,39.82,0.0,0.0,0.0,1.44,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0
83,1,83,1350,4.59,0.0,0.0,0.0,0.0,0.0,0.0,64.28,0.0,0.0,0.0,0.0,31.83,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0
84,1,84,1350,4.59,0.0,0.0,0.0,0.0,0.0,0.0,79.96,0.0,0.0,0.0,0.0,16.14,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0
85,1,85,1227,4.31,0.0,0.0,0.0,0.0,0.0,0.0,74.87,0.0,0.0,0.0,0.0,19.42,0.0,0.0,0.0,3.74,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0
86,1,86,1320,4.92,0.0,0.0,0.0,0.0,0.0,0.0,74.98,0.0,0.0,0.0,0.0,19.12,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.0,0.0,0.0
87,1,87,1256,7.16,0.0,0.0,0.0,0.0,0.0,0.0,31.81,0.0,0.0,0.0,0.0,61.92,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.0
88,1,88,1411,6.52,0.0,0.0,0.0,0.0,0.0,0.0,42.98,0.0,0.0,0.0,0.0,52.53,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0
89,1,89,1109,5.41,0.0,0.0,0.0,0.0,0.0,0.0,56.24,0.0,0.0,0.0,0.0,38.7,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0
90,1,90,1114,4.75,0.0,0.0,0.0,0.0,0.0,0.0,40.15,0.0,0.0,0.0,0.0,50.89,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,0.0,0.0,0.0
91,1,91,960,4.68,0.0,0.0,0.0,0.0,0.0,0.0,19.78,0.0,0.0,0.0,0.0,69.07,0.0,0.0,0.0,0.98,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.96,0.0,0.0,0.0
92,1,92,1369,5.69,0.0,0.0,0.0,0.0,0.0,0.0,72.65,0.0,0.0,0.0,0.0,21.92,0.0,0.0,0.0,3.48,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0
