Serial No. of Polling Station,NO. OF VALID VOTES CAST IN FAVOUR OF CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,Total Of Valid Votes,No. Of rejected Votes,NOTA,Total,NO. OF Tendered Votes
,AHIR VIKRAMBHAI ARJANBHAI MADAM,POONAMBEN HEMATBHAI MAADAM,SAMA YUSUF,KASAMBHAI,JHALA RAJENDRASINH,SAIYAD ABUBAKAR IBRAHIM,CHANDRAVIJAYSINH TAKHUBHA RANA,DALIT ASHOK NATHABHAI CHAVDA,DALIT JITESH BABUBHAI RATHORE,DHANJIBHAI LALJIBHAI RANEVADIA,DHARAVIYA VALLABHBHAI,NARIYA PRAVINBHAI VALLABHBHAI,PADHIYAR LALJIBHAI KARABHAI,PANDYA CHIRAGBHAI HARIOMBHAI,BATHWAR NANJIBHAI,MAMAD HAJI BOLIM,MEMAN RAFIK ABUBAKAR POPATPUTRA,VAGHER ALI ISHAK PALANI,VAGHER JAVIDBHAI OSMANBHAI NOLE,VANIYA GANGAJIBHAI,SACHADA HABIB ISHABHAI,SUTHAR HANSABEN HARSUKHBHAI GORECHA,SUMARA AMANDBHAI NOORMAMADBHAI SUMARA,SODHA SALIMBHAI NURMAMADBHAI,SANDHI MAMADBHAI HAJIBHAI SAFIA,,,,,
179,89,450,9,0,1,1,1,1,0,0,0,1,2,0,5,5,3,3,0,0,1,0,0,0,0,572,0,2,574,0
180,221,57,1,0,0,1,1,0,0,0,1,2,0,0,1,4,0,1,0,0,0,0,0,0,0,290,0,0,290,0
181,7,348,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,362,0,0,362,0
182,82,142,1,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,234,0,0,234,0
183,151,88,2,1,5,0,0,0,1,0,0,1,0,1,0,1,3,2,0,0,1,2,0,1,0,260,0,2,262,0
184,219,331,11,4,2,1,0,0,2,0,1,1,3,1,2,4,3,4,1,2,0,1,1,0,0,594,0,4,598,0
185,126,406,5,4,1,1,0,3,1,1,0,0,1,1,3,8,5,6,0,1,2,3,1,2,6,587,0,4,591,0
186,84,251,3,1,1,0,0,1,0,0,1,0,1,0,1,2,1,2,0,0,0,1,0,0,0,350,0,1,351,0
187,274,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,290,0
188,235,228,6,0,1,2,0,0,1,0,1,0,2,1,5,1,1,2,0,1,0,1,0,0,0,488,0,5,493,0
189,177,256,0,0,6,1,0,1,0,0,1,1,0,0,3,5,7,2,0,1,0,0,0,2,2,465,0,4,469,0
190,186,290,4,1,3,0,0,1,0,1,1,0,0,1,2,6,3,0,0,0,0,1,0,1,1,502,0,3,505,0
191,98,174,0,0,0,0,0,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,279,0,3,282,0
192,228,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,302,0
193,360,372,5,5,0,0,2,0,0,0,0,0,1,0,4,5,2,2,0,0,0,0,0,2,1,761,0,0,761,0
194,133,356,2,1,1,1,0,2,1,0,0,0,0,1,5,6,1,3,0,0,0,0,0,0,0,513,0,1,514,0
195,196,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,280,0,0,280,0
196,138,114,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,258,0,1,259,0
197,163,361,3,2,0,0,1,0,1,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,536,0,0,536,0
198,94,119,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,0,1,1,0,0,0,0,222,0,0,222,0
199,175,374,7,1,1,0,0,0,0,0,0,0,1,1,3,3,2,2,2,2,0,0,0,1,1,576,0,1,577,0
200,256,227,3,1,0,0,0,0,0,0,0,0,0,1,3,1,5,1,1,0,0,0,0,1,0,500,0,2,502,0
201,142,178,4,1,0,0,2,2,0,0,1,2,1,1,4,1,2,1,2,0,0,0,0,0,1,345,0,4,349,0
202,42,124,3,0,2,0,0,0,0,0,0,1,0,0,1,1,2,2,0,0,0,0,0,0,0,178,0,2,180,0
203,21,233,2,1,0,1,0,0,1,0,1,0,0,1,1,0,2,2,2,0,0,0,0,1,0,269,0,0,269,0
204,119,399,5,0,3,0,0,0,0,1,0,0,0,0,1,2,1,6,2,0,0,0,0,0,0,539,0,1,540,0
205,32,331,6,0,0,1,1,0,0,3,20,0,1,1,1,3,2,0,1,2,2,0,0,0,2,409,0,4,413,0
206,11,234,7,1,2,1,0,2,0,1,14,0,0,1,1,1,1,1,1,0,0,0,0,0,0,279,0,3,282,0
207,82,36,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,121,0
208,358,96,1,0,0,0,0,0,0,0,0,1,0,1,2,6,7,2,0,0,0,0,0,1,0,475,0,0,475,0
209,435,73,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,516,0,1,517,0
210,236,98,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,336,0,0,336,0
211,291,120,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,416,0,0,416,0
212,124,179,1,0,0,0,0,0,0,0,0,1,0,1,0,8,2,2,1,0,1,1,0,0,1,322,0,1,323,0
213,194,163,1,0,1,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,1,0,0,0,2,369,0,0,369,0
214,302,275,8,1,1,1,2,0,0,0,1,1,0,0,6,2,3,1,0,1,0,1,3,1,1,611,0,4,615,0
215,154,166,3,0,0,0,0,0,0,0,0,2,0,1,2,4,4,1,0,0,2,0,1,2,0,342,0,3,345,0
216,273,295,2,2,0,0,0,0,0,1,0,1,1,1,5,7,0,2,0,1,3,1,1,0,2,598,0,1,599,0
217,284,247,5,0,1,0,0,0,0,3,1,1,0,1,3,7,10,5,0,0,1,1,1,1,0,572,0,2,574,0
218,247,289,5,0,2,0,0,1,1,0,1,0,0,2,2,4,5,2,1,1,0,0,2,0,0,565,0,2,567,0
219,278,251,1,1,1,0,0,0,0,1,1,0,0,0,2,8,0,3,1,0,1,0,0,0,1,550,0,2,552,0
220,56,145,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,208,0,3,211,0
221,226,195,5,0,0,0,0,0,1,1,0,1,4,0,3,6,4,1,0,0,1,0,0,0,0,448,0,3,451,0
222,301,226,3,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,540,0,1,541,0
223,207,266,13,1,0,2,0,1,1,0,2,0,0,0,2,4,5,5,1,1,0,0,0,0,3,514,0,3,517,0
224,330,199,5,0,2,0,1,1,0,0,0,0,0,0,2,4,1,2,2,0,0,0,0,2,2,553,0,1,554,0
225,505,232,4,0,0,0,0,0,1,0,0,0,1,1,2,12,13,3,0,0,0,0,1,0,1,776,0,1,777,0
226,246,229,7,0,2,0,0,1,0,0,1,0,0,1,0,9,4,1,1,0,0,1,0,0,0,503,0,2,505,0
227,159,158,3,1,0,0,1,0,0,1,0,1,0,0,1,1,6,2,0,1,1,0,0,0,0,336,0,1,337,0
228,544,90,2,0,2,0,0,0,1,0,1,2,1,0,4,4,5,0,0,0,0,0,1,0,0,657,0,0,657,0
229,108,224,6,1,2,1,1,0,1,2,0,3,1,2,1,4,3,2,0,1,2,1,0,0,0,366,0,1,367,0
230,373,222,3,1,2,1,0,0,1,0,0,1,1,1,2,5,3,5,1,2,0,1,0,0,1,626,0,3,629,0
231,263,156,1,0,0,1,0,0,0,0,0,1,0,3,2,4,6,1,0,0,0,0,0,0,1,439,0,0,439,0
232,273,178,4,0,2,1,0,1,0,0,0,0,0,0,1,3,3,2,2,0,1,0,0,0,0,471,0,0,471,0
233,91,128,3,1,1,0,0,0,0,0,0,2,0,0,1,1,3,0,2,0,0,0,0,0,0,233,0,0,233,0
234,212,327,4,0,2,0,0,0,1,0,2,2,0,1,1,4,11,4,0,1,1,1,0,0,0,574,0,1,575,0
235,397,149,2,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,553,0,2,555,0
236,288,271,3,3,0,0,4,0,0,0,0,0,0,0,3,3,5,8,2,1,0,1,2,0,0,594,0,3,597,0
237,34,220,3,0,3,0,0,1,0,0,0,0,0,0,1,0,1,4,0,0,1,0,0,0,0,268,0,0,268,0
238,56,185,0,0,1,0,0,0,3,0,1,1,0,1,4,5,0,2,0,0,0,0,0,0,0,259,0,0,259,0
239,158,428,3,0,3,1,1,0,0,2,1,0,0,1,2,4,3,7,1,0,2,0,0,1,0,618,0,3,621,0
240,43,121,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,168,0,3,171,0
241,61,344,8,0,1,1,0,0,0,0,0,1,0,1,2,5,5,4,0,0,0,0,3,4,1,441,0,1,442,0
242,59,216,4,1,6,1,1,0,1,1,0,1,0,2,1,1,4,3,1,1,0,0,1,0,2,307,0,2,309,0
243,125,275,3,2,3,0,2,1,2,1,1,2,1,2,3,6,2,4,2,0,1,0,1,0,1,440,0,1,441,0
244,115,276,2,0,0,0,2,0,1,1,0,0,0,2,3,4,2,1,2,1,1,0,0,1,2,416,0,1,417,0
245,145,343,2,1,1,0,0,0,0,0,2,1,0,1,6,7,2,0,0,1,0,0,0,0,2,514,0,1,515,0
246,162,257,7,1,0,1,0,2,0,1,1,1,1,2,5,15,4,7,0,0,0,3,2,1,5,478,0,1,479,0
247,177,350,4,2,3,1,0,0,2,0,1,1,1,3,2,10,5,1,1,0,2,0,2,0,0,568,0,4,572,0
248,211,286,3,0,1,0,0,1,0,1,1,1,0,1,4,6,2,1,0,0,0,0,0,0,0,519,0,3,522,0
249,309,180,13,0,5,0,0,0,0,1,0,0,1,1,0,7,3,1,0,0,0,0,0,1,0,522,0,2,524,0
250,230,266,6,0,1,1,0,0,0,2,0,5,2,6,11,16,2,1,0,0,1,0,0,2,3,555,0,0,555,0
251,255,186,1,0,1,1,1,0,0,0,1,0,2,1,3,15,9,2,0,0,0,0,0,1,2,481,0,6,487,0
252,229,240,6,1,1,0,0,0,0,1,2,3,0,3,8,7,6,1,0,0,0,1,0,3,0,512,0,1,513,0
253,147,211,1,1,0,0,1,0,2,0,0,0,4,1,1,6,1,0,0,1,0,0,0,2,0,379,0,4,383,0
254,253,271,7,0,1,0,0,0,0,4,2,0,2,2,4,11,13,9,2,3,0,1,4,4,2,595,0,9,604,0
255,248,227,8,2,2,2,1,0,0,1,0,1,1,5,12,20,7,3,1,0,1,0,3,1,3,549,0,9,558,0
256,282,238,1,0,0,2,1,1,1,0,1,0,0,0,7,7,9,3,1,1,1,0,0,1,2,559,0,2,561,0
257,101,370,0,2,1,0,1,0,1,0,0,0,0,0,1,1,2,2,0,0,0,1,0,0,2,485,0,0,485,0
258,45,206,1,0,0,0,1,0,0,1,1,1,1,1,6,2,1,1,1,0,0,1,0,0,1,271,0,1,272,0
259,90,464,5,0,4,1,0,0,0,0,0,0,0,0,2,0,8,1,1,2,2,1,0,1,1,583,0,1,584,0
260,116,440,7,2,3,3,1,2,3,1,3,0,1,2,4,3,5,2,1,0,1,0,0,0,1,601,0,3,604,0
261,91,139,5,1,0,0,1,1,0,1,2,1,0,0,1,2,2,2,1,0,0,0,0,0,1,251,0,2,253,0
262,103,238,4,2,0,2,0,0,0,1,0,2,0,0,0,9,5,0,0,0,1,0,0,0,0,367,0,0,367,0
