Serial No. of Polling Station,,,,,,,,,,,,,,,,,,,,,,,,,,valid,No. Of rejected Votes,NOTA,Total,NO. OF Tendered Votes
,AHIR VIKRAMBHAI ARJANBHAI MADAM,POONAMBEN HEMATBHAI MAADAM,SAMA YUSUF,KASAMBHAI,JHALA RAJENDRASINH,SAIYAD ABUBAKAR IBRAHIM,CHANDRAVIJAYSINH TAKHUBHA RANA,DALIT ASHOK NATHABHAI CHAVDA,DALIT JITESH BABUBHAI RATHORE,DHANJIBHAI LALJIBHAI RANEVADIA,DHARAVIYA VALLABHBHAI,NARIYA PRAVINBHAI VALLABHBHAI,PADHIYAR LALJIBHAI KARABHAI,PANDYA CHIRAGBHAI HARIOMBHAI,BATHWAR NANJIBHAI,MAMAD HAJI BOLIM,MEMAN RAFIK ABUBAKAR POPATPUTRA,VAGHER ALI ISHAK PALANI,VAGHER JAVIDBHAI OSMANBHAI NOLE,VANIYA GANGAJIBHAI,SACHADA HABIB ISHABHAI,SUTHAR HANSABEN HARSUKHBHAI GORECHA,SUMARA AMANDBHAI NOORMAMADBHAI SUMARA,SODHA SALIMBHAI NURMAMADBHAI,SANDHI MAMADBHAI HAJIBHAI SAFIA,,,,,
165,60,252,3,2,3,0,0,0,0,0,0,5,0,0,1,4,2,0,1,1,0,0,0,2,2,338,0,2,340,
166,78,252,0,0,2,0,0,1,0,3,0,1,0,1,2,3,0,1,1,0,0,0,0,0,1,346,0,2,348,
167,253,218,2,2,3,0,1,0,0,1,1,2,1,4,2,10,12,4,1,0,1,0,0,3,2,523,0,7,530,
168,196,274,1,1,3,1,3,0,0,0,0,2,0,1,1,6,6,3,2,0,1,2,0,0,0,503,0,3,506,
169,135,261,3,0,0,0,0,2,0,0,1,0,1,0,3,4,4,3,1,1,0,1,0,2,3,425,0,2,427,
170,129,304,10,2,3,1,0,0,0,0,0,0,0,2,2,2,5,3,2,0,0,1,0,2,0,468,0,1,469,
171,95,70,5,0,3,0,1,0,0,1,2,2,0,1,4,7,2,3,0,0,0,0,1,1,1,199,0,2,201,
172,107,327,0,0,1,0,0,0,0,0,1,1,0,0,1,3,3,1,0,0,1,0,0,0,1,447,0,6,453,
173,212,171,2,2,1,0,0,0,1,0,1,0,1,0,1,3,3,0,0,1,1,0,0,1,0,401,0,3,404,
174,386,141,6,0,2,0,0,1,1,0,0,0,0,0,1,5,4,3,1,0,0,0,0,1,0,552,0,3,555,
175,168,152,4,2,1,0,0,0,3,0,1,1,4,2,2,8,0,1,0,1,1,0,2,2,0,355,0,5,360,
176,158,206,4,1,0,0,0,0,0,0,0,1,0,1,2,3,1,1,0,2,0,0,2,1,2,385,0,2,387,
177,89,283,5,0,3,1,0,1,0,0,0,0,0,1,1,3,4,2,0,0,1,0,0,0,1,395,0,3,398,
178,164,358,2,2,1,1,0,0,2,0,0,2,0,0,1,6,2,1,0,0,0,0,0,2,3,547,0,7,554,
179,90,360,2,0,2,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,1,0,463,0,9,472,
180,136,444,1,0,10,2,0,0,0,0,1,0,0,0,0,2,2,1,1,1,1,0,0,1,1,604,0,5,609,
181,169,627,0,1,8,0,1,1,0,0,0,0,0,0,2,1,4,1,0,0,0,0,0,0,0,815,0,11,826,
182,130,664,2,2,5,3,0,1,0,3,0,0,0,0,3,6,4,1,1,0,1,1,1,1,1,830,0,11,841,
183,96,270,2,0,6,0,0,0,0,0,0,0,0,0,1,4,2,1,0,1,0,1,1,0,0,385,0,2,387,
184,83,681,5,0,2,2,0,1,1,0,0,0,1,1,2,1,1,4,0,1,0,0,0,0,0,786,0,4,790,
185,100,538,3,1,2,2,0,1,0,0,0,1,0,0,0,1,3,2,0,0,0,0,0,0,1,655,0,6,661,
186,92,323,1,0,4,1,1,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,429,0,3,432,
187,99,353,1,2,2,0,0,0,0,0,0,0,1,0,0,2,1,4,0,0,0,0,0,0,0,465,0,6,471,
188,69,277,0,1,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,354,0,2,356,
189,71,219,1,0,6,0,0,1,1,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,306,0,3,309,
190,89,259,2,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2,1,1,0,0,0,0,0,360,0,4,364,
191,92,373,2,0,5,0,1,0,0,0,0,0,0,0,1,1,5,2,1,0,0,0,0,0,0,483,0,3,486,
192,69,266,5,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,0,349,0,1,350,
193,129,346,5,1,2,1,0,0,0,2,0,1,1,0,4,9,6,2,1,1,1,0,1,1,2,516,0,4,520,
194,127,366,3,2,2,3,1,0,0,0,0,0,0,1,1,3,5,6,0,0,0,0,0,0,0,520,0,7,527,
195,41,67,1,1,0,0,0,0,0,0,0,1,0,1,4,5,3,0,1,0,0,0,0,1,0,126,0,4,130,
196,170,479,2,0,0,0,0,0,0,0,1,1,0,1,2,3,6,3,0,1,0,0,0,0,0,669,0,4,673,
197,238,335,2,1,1,0,1,0,2,1,0,2,0,1,0,1,2,3,0,0,0,0,1,0,0,591,0,2,593,
198,341,154,5,0,2,1,0,1,0,1,1,1,2,0,12,9,10,1,2,0,0,0,3,2,0,548,0,9,557,
199,137,221,3,1,2,0,0,0,0,0,0,0,1,3,3,4,7,4,2,0,2,1,0,1,2,394,0,5,399,
200,234,411,6,0,5,2,3,2,0,3,2,1,0,1,4,9,1,3,1,2,2,0,1,0,1,694,0,7,701,
201,173,297,6,1,1,1,0,1,1,0,2,0,0,1,4,8,7,7,2,0,1,0,0,0,1,514,0,1,515,
202,231,168,1,2,0,0,0,1,0,0,0,0,0,0,2,9,7,4,0,1,0,0,0,0,2,428,0,2,430,
203,35,131,7,0,0,0,1,1,0,0,1,0,1,9,15,3,4,2,0,0,1,0,0,0,0,211,0,2,213,
204,205,253,3,0,1,3,1,1,2,1,0,0,1,3,2,12,1,2,1,0,0,1,0,0,7,500,0,13,513,
205,23,89,8,3,0,2,1,1,0,2,0,0,0,1,1,7,2,3,1,1,1,1,0,0,0,147,0,5,152,
206,28,118,8,1,1,1,0,1,0,0,0,1,0,0,2,7,4,5,2,0,1,0,0,0,1,181,0,2,183,
207,169,496,4,2,4,0,1,0,0,0,2,0,1,0,5,12,4,4,0,0,0,0,0,0,1,705,0,1,706,
208,153,356,7,1,5,2,0,1,0,0,0,4,1,1,5,10,2,1,0,1,0,0,0,0,5,555,0,1,556,
209,48,303,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,3,0,0,0,0,1,0,0,361,0,2,363,
210,76,332,3,1,0,2,0,0,0,0,0,1,0,4,1,5,7,2,0,0,0,0,0,0,0,434,0,3,437,
211,37,281,0,1,3,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,329,0,4,333,
212,89,286,8,3,2,1,0,0,0,2,2,2,1,2,5,7,1,1,0,1,0,0,0,2,0,415,0,4,419,
213,160,338,2,0,1,0,1,1,1,0,6,0,0,0,3,5,1,1,0,1,2,1,2,0,0,526,0,4,530,
214,214,242,2,0,2,0,0,0,0,1,1,2,0,0,4,9,3,1,0,0,2,0,0,0,0,483,0,5,488,
215,95,214,2,1,1,1,0,0,0,0,0,0,0,1,1,6,3,2,1,1,0,0,1,0,1,331,0,9,340,
216,175,175,4,2,4,0,0,0,0,0,0,1,2,2,1,6,3,0,1,2,0,1,2,1,0,382,0,9,391,
217,257,168,1,1,0,0,0,1,1,0,0,2,1,3,2,16,5,2,0,0,0,1,0,0,0,461,0,3,464,
218,104,291,7,3,0,1,0,0,0,1,0,2,3,5,9,16,1,2,3,0,0,0,0,1,1,450,0,1,451,
219,78,258,3,4,1,1,1,2,0,1,1,2,1,3,2,6,3,1,0,0,2,1,0,0,0,371,0,3,374,
220,35,66,2,1,0,0,0,1,0,0,0,1,2,2,11,10,3,1,0,0,1,0,1,0,3,140,0,5,145,
221,11,55,3,0,0,1,0,0,0,0,0,0,0,0,2,2,0,2,0,1,1,0,0,0,1,79,0,3,82,
222,57,727,23,4,2,1,2,1,1,0,0,1,3,4,5,5,4,9,4,1,0,1,0,1,0,856,0,1,857,
223,63,376,5,1,5,1,0,2,0,0,1,1,0,1,9,10,5,8,3,1,0,4,1,1,2,500,0,3,503,
224,83,245,6,2,1,0,0,1,1,0,0,1,0,0,2,6,0,2,3,0,0,2,1,2,0,358,0,0,358,
225,89,221,6,3,1,0,0,2,0,0,0,1,1,0,0,2,2,2,1,0,0,0,0,0,1,332,0,1,333,
226,289,340,3,2,5,0,0,0,0,0,0,4,0,0,1,4,8,1,3,1,0,0,0,2,0,663,0,5,668,
227,246,309,3,1,2,0,2,0,1,1,1,2,0,0,1,6,2,5,0,0,0,0,0,3,3,588,0,4,592,
228,274,338,4,2,0,0,0,0,0,0,0,3,0,0,1,2,10,2,3,1,1,1,0,0,1,643,0,2,645,
229,331,220,1,1,1,1,0,0,0,2,1,2,2,0,1,5,2,3,1,0,1,0,0,0,0,575,0,0,575,
230,346,204,7,0,0,1,0,0,0,0,1,4,1,1,0,5,2,4,0,2,1,0,0,0,0,579,0,1,580,
231,58,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,141,0,0,141,
232,359,247,3,0,1,1,1,0,0,0,1,0,0,3,2,5,3,4,2,1,1,0,0,0,0,634,0,1,635,
233,143,135,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,2,1,0,0,0,1,0,0,289,0,1,290,
234,151,102,3,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,1,0,0,1,2,269,0,3,272,
235,70,169,5,3,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,1,1,255,0,2,257,
236,108,213,2,1,2,0,0,1,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,1,334,0,1,335,
237,60,223,8,0,0,1,0,0,0,0,0,0,0,0,0,2,6,2,1,0,1,0,0,1,0,305,0,1,306,
238,73,5,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,83,0,0,83,
239,45,386,6,0,2,1,0,1,0,0,0,0,0,2,1,4,2,4,0,0,0,0,0,0,1,455,0,5,460,
240,314,269,5,2,1,0,0,0,3,0,0,2,1,1,6,5,3,4,4,3,1,0,1,0,0,625,0,0,625,
241,86,220,1,0,3,1,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,1,0,2,0,320,0,1,321,
242,65,212,4,1,0,0,0,1,0,0,0,1,0,0,3,2,4,5,0,0,0,0,1,1,0,300,0,1,301,
243,505,156,0,1,4,1,0,3,0,0,1,4,0,0,2,11,5,3,1,0,0,2,1,3,0,703,0,3,706,
244,412,130,4,2,3,1,1,0,2,1,0,1,0,1,3,9,2,2,1,0,0,1,1,0,0,577,0,4,581,
