polling station,BHAMBHI CHANDUBHAI MULCHANDBHAI,RATHOD DIPSINH SHANKARSINH,SHANKERSINH VAGHELA BAPU,PATEL BHOGILAL HARIBHAI,SHEKH ARIF KHAN,PATEL ISHWARBHAI SAKRAJI ,PATEL PURUSOTTAMBHAI AMBALAL,BALUSINGH SOMANSINGH NARVE,VELANI SHANTILAL KARAMSHI,SOLANKI CHHAGANBHAI KEVALABHAI,NOTA,valid,Rejected Votes,Total Votes,Tender Votes
104,2,267,141,1,0,0,1,1,1,3,2,419,0,419,0
105,2,168,117,0,2,1,0,1,1,1,5,298,0,298,0
106,1,275,12,0,0,0,0,0,1,0,2,291,0,291,0
107,9,147,230,6,1,0,0,1,3,1,2,400,0,400,0
108,5,157,365,9,1,0,0,1,4,5,7,554,0,554,0
109,7,179,83,0,1,0,0,0,1,1,3,275,0,275,0
110,4,325,71,1,1,0,0,1,2,0,7,412,0,412,0
111,7,119,210,0,3,1,0,1,1,6,5,353,0,353,0
112,6,176,430,2,1,1,0,1,2,3,1,623,0,623,0
113,2,98,155,2,1,1,0,0,1,1,2,263,0,263,0
114,7,345,108,2,1,0,1,2,3,11,15,495,0,495,0
115,6,211,211,7,2,0,0,0,0,2,7,446,0,446,0
116,5,233,112,1,2,1,0,2,2,5,4,367,0,367,0
117,14,410,65,2,0,0,1,3,1,5,8,509,0,509,0
118,4,166,163,3,0,0,2,1,2,3,8,352,0,352,0
119,3,245,157,2,0,0,1,0,2,6,4,420,0,420,0
120,4,268,24,1,0,0,1,0,2,3,5,308,0,308,0
121,6,366,157,2,0,0,0,1,2,1,6,541,0,541,0
122,7,223,132,7,1,0,2,2,2,5,9,390,0,390,0
123,4,182,211,4,0,0,0,1,2,1,13,418,0,418,0
124,8,43,224,5,0,0,0,4,2,2,6,294,0,294,0
125,2,150,103,0,0,0,1,1,19,1,1,278,0,278,0
126,0,301,17,0,0,0,1,0,0,0,0,319,0,319,0
127,7,202,366,6,0,0,0,5,5,4,11,606,0,606,0
128,2,77,118,0,1,1,0,0,1,4,1,205,0,205,0
129,5,194,276,2,2,0,0,1,1,3,2,486,0,486,0
130,2,226,23,1,1,1,1,1,0,2,8,266,0,266,0
131,5,159,72,3,0,1,2,3,3,5,19,272,0,272,0
132,5,402,132,3,1,0,0,0,0,2,8,553,0,553,0
133,5,750,57,2,1,0,0,0,0,3,12,830,0,830,0
134,7,678,49,0,0,2,2,1,0,0,12,751,0,751,0
135,3,733,234,3,1,0,1,0,0,0,18,993,0,993,0
136,2,599,172,1,0,1,1,1,1,4,8,790,0,790,0
137,3,354,188,2,2,0,0,0,2,1,2,554,0,554,0
138,1,421,67,0,0,0,0,0,0,0,1,490,0,490,0
139,4,397,154,1,1,0,3,2,1,3,13,579,0,579,0
140,3,501,75,1,0,0,0,0,0,0,7,587,0,587,0
141,0,506,217,1,1,0,0,0,0,0,8,733,0,733,0
142,1,608,62,1,0,1,0,0,0,0,5,678,0,678,0
143,3,539,75,0,0,0,0,0,0,0,4,621,0,621,0
144,2,454,63,2,1,0,0,0,0,0,9,531,0,531,0
145,4,399,54,1,0,0,0,1,1,0,5,465,0,465,0
146,1,380,98,0,0,0,0,0,2,2,13,496,0,496,0
147,2,691,72,0,0,0,0,1,1,0,6,773,0,773,0
148,2,432,128,2,0,1,0,0,1,0,7,573,0,573,0
149,3,277,46,0,0,1,0,0,0,0,5,332,0,332,0
150,4,435,87,7,0,0,1,1,1,1,9,546,0,546,0
151,6,245,255,7,2,0,0,0,4,11,15,545,0,545,0
152,7,253,180,2,0,0,0,1,5,1,4,453,0,453,0
153,12,390,378,12,4,2,1,3,4,10,32,848,0,848,0
154,7,515,187,6,2,0,1,0,2,2,3,725,0,725,0
155,0,6,533,0,0,0,0,0,0,0,0,539,0,539,0
156,2,10,539,5,1,1,0,1,0,0,4,563,0,563,0
157,5,14,931,3,1,0,1,1,2,1,3,962,0,962,0
158,4,13,730,8,3,0,1,2,3,3,5,772,0,772,0
159,6,10,892,3,1,0,0,2,3,1,8,926,0,926,0
160,8,17,836,8,2,1,1,1,9,1,10,894,0,894,0
161,11,13,868,12,2,2,2,1,5,1,11,928,0,928,0
162,5,5,630,2,0,1,0,1,1,0,2,647,0,647,0
163,3,7,365,4,1,0,0,0,0,1,4,385,0,385,0
164,3,8,885,4,2,0,0,0,1,1,7,911,0,911,0
165,1,85,205,1,0,0,1,0,0,0,0,293,0,293,0
166,5,106,605,4,0,1,0,1,2,1,2,727,0,727,0
167,6,118,253,2,0,1,0,0,0,1,0,381,0,381,0
168,5,140,480,2,0,0,0,0,2,1,8,638,0,638,0
169,2,328,67,1,0,0,0,0,0,1,6,405,0,405,0
170,6,14,662,8,0,0,0,0,2,0,9,701,0,701,0
171,0,8,616,4,0,0,0,0,0,0,2,630,0,630,0
172,3,10,662,2,0,0,0,3,1,0,3,684,0,684,0
173,6,14,976,5,1,2,1,0,3,0,6,1014,0,1014,0
174,4,21,659,1,2,0,0,0,0,0,5,692,0,692,0
175,6,20,723,9,1,1,0,2,4,4,8,778,0,778,0
176,17,18,700,14,2,2,1,1,11,1,4,771,0,771,0
177,33,453,118,3,2,0,1,2,2,7,13,634,0,634,0
178,18,273,76,4,3,1,1,1,3,6,11,397,0,397,0
179,2,488,186,3,0,1,0,1,3,2,7,693,0,693,0
180,2,346,69,3,1,0,0,0,1,2,1,425,0,425,0
181,12,321,244,5,1,1,1,2,8,11,22,628,0,628,0
182,4,146,141,2,0,0,0,2,0,1,10,306,0,306,0
183,7,189,46,1,0,0,0,2,1,7,8,261,0,261,0
184,8,333,285,5,0,1,2,3,1,8,16,662,0,662,0
185,2,362,148,2,0,0,0,0,4,3,5,526,0,526,0
186,3,246,190,1,2,0,1,3,0,3,7,456,0,456,0
187,0,496,41,0,0,0,0,0,1,1,2,541,0,541,0
188,7,195,218,1,1,0,0,1,1,1,2,427,0,427,0
189,1,172,64,2,0,0,2,1,1,0,1,244,0,244,0
190,4,359,210,1,1,1,1,1,3,1,7,589,0,589,0
191,4,186,137,5,2,0,2,1,2,3,4,346,0,346,0
192,0,368,24,1,1,0,0,1,2,9,17,423,0,423,0
193,8,303,119,1,1,1,0,2,1,10,9,455,0,455,0
194,8,183,175,4,0,2,2,1,0,4,5,384,0,384,0
195,10,16,439,8,1,0,0,2,13,2,12,503,0,503,0
196,5,8,384,4,1,0,0,1,3,3,9,418,0,418,0
197,12,550,35,0,0,1,0,1,2,10,5,616,0,616,0
198,7,377,131,2,2,2,0,1,8,16,18,564,0,564,0
199,8,192,261,6,1,2,2,2,3,3,6,486,0,486,0
200,6,243,226,1,0,0,0,1,2,3,6,488,0,488,0
201,10,266,252,4,4,0,0,1,0,1,4,542,0,542,0
202,13,106,111,5,1,2,1,2,1,5,6,253,0,253,0
203,9,178,212,6,0,1,1,0,6,7,13,433,0,433,0
204,9,339,77,0,1,0,0,1,1,0,8,436,0,436,0
205,13,360,303,4,1,1,1,2,5,10,36,736,0,736,0
206,4,273,161,1,1,2,0,1,4,3,9,459,0,459,0
207,13,187,325,9,2,1,0,1,6,4,12,560,0,560,0
208,2,317,156,2,1,0,0,2,2,2,13,497,0,497,0
209,8,356,232,4,0,0,1,2,8,4,3,618,0,618,0
210,2,61,83,0,2,0,1,0,0,1,0,150,0,150,0
211,7,251,89,2,0,1,0,0,3,1,0,354,0,354,0
212,1,250,113,0,0,0,0,0,0,0,1,365,0,365,0
213,3,292,65,2,1,0,1,0,2,0,1,367,0,367,0
214,5,284,122,0,0,0,0,0,0,0,5,416,0,416,0
215,8,292,15,2,1,3,1,2,4,8,7,343,0,343,0
216,10,435,151,5,0,1,1,0,1,4,17,625,0,625,0
217,6,339,295,12,1,1,0,2,3,5,4,668,0,668,0
218,5,346,80,2,0,0,0,0,1,0,2,436,0,436,0
219,1,230,52,1,2,0,0,0,0,3,11,300,0,300,0
220,5,207,47,0,0,0,0,1,1,3,2,266,0,266,0
221,9,482,92,3,2,0,0,2,5,15,11,621,0,621,0
222,5,438,139,4,1,1,0,1,2,5,11,607,0,607,0
223,3,441,151,4,1,1,0,0,1,5,7,614,0,614,0
224,7,263,81,2,1,0,0,2,2,5,5,368,0,368,0
225,5,331,82,1,1,1,0,1,3,6,6,437,0,437,0
226,10,381,163,1,2,1,0,2,1,5,7,573,0,573,0
227,2,519,171,2,1,0,2,0,1,4,3,705,0,705,0
228,12,585,190,5,0,0,0,2,2,6,6,808,0,808,0
229,15,498,98,3,1,0,1,1,5,6,15,643,0,643,0
230,12,664,95,4,1,1,3,2,6,22,18,828,0,828,0
231,1,469,11,0,0,0,0,0,0,1,0,482,0,482,0
232,16,362,51,2,2,3,1,3,2,4,4,450,0,450,0
233,4,264,65,2,0,1,0,0,6,2,2,346,0,346,0
234,4,369,79,5,1,2,1,2,6,17,7,493,0,493,0
235,2,320,43,0,0,1,0,0,0,3,4,373,0,373,0
236,1,69,119,1,1,0,0,0,0,1,0,192,0,192,0
237,7,180,14,1,1,0,0,0,0,3,0,206,0,206,0
238,6,332,82,0,0,0,0,0,0,3,2,425,0,425,0
239,6,333,106,3,0,1,0,0,0,0,10,459,0,459,0
240,7,304,45,0,0,0,0,0,0,2,3,361,0,361,0
241,4,187,61,5,0,0,0,2,2,4,7,272,0,272,0
242,12,341,254,4,0,0,0,3,2,12,3,631,0,631,0
243,2,465,94,3,0,0,0,0,5,3,3,575,0,575,0
244,5,24,119,1,0,0,0,1,3,1,0,154,0,154,0
245,8,307,98,3,0,0,0,1,5,5,5,432,0,432,0
246,5,224,158,3,0,1,0,1,6,5,19,422,0,422,0
247,0,302,66,2,0,0,0,0,3,1,4,378,0,378,0
248,2,221,43,3,1,1,2,2,0,0,3,278,0,278,0
249,0,28,105,9,0,0,0,1,2,3,0,148,0,148,0
250,6,312,60,2,0,1,0,1,0,4,0,386,0,386,0
251,1,292,56,3,0,0,0,0,1,0,2,355,0,355,0
252,3,122,111,0,3,1,0,1,3,6,5,255,0,255,0
253,0,230,23,0,0,0,1,0,1,0,0,255,0,255,0
254,6,215,42,0,0,0,0,0,0,4,5,272,0,272,0
255,10,333,277,4,2,1,0,3,7,3,10,650,0,650,0
256,5,235,121,0,0,0,1,0,2,4,3,371,0,371,0
257,5,480,97,2,0,0,1,0,0,4,5,594,0,594,0
258,8,109,154,4,0,1,1,2,4,6,8,297,0,297,0
259,7,313,215,3,0,0,0,0,0,0,1,539,0,539,0
260,5,192,197,5,2,0,1,0,5,6,5,418,0,418,0
261,8,303,182,2,0,0,0,1,0,0,3,499,0,499,0
262,0,322,112,1,1,0,0,0,1,0,4,441,0,441,0
263,6,291,215,2,0,1,0,0,3,2,6,526,0,526,0
264,2,280,101,0,0,1,1,1,1,2,2,391,0,391,0
265,0,342,119,1,1,0,0,0,0,0,3,466,0,466,0
266,3,461,196,15,2,0,0,1,2,2,7,689,0,689,0
267,2,348,92,1,0,0,0,0,1,1,3,448,0,448,0
268,2,246,185,2,1,0,2,1,1,3,4,447,0,447,0
269,6,257,150,2,0,0,1,0,1,3,9,429,0,429,0
270,4,366,180,1,0,1,0,0,0,2,2,556,0,556,0
271,3,445,119,2,0,0,0,0,3,2,8,582,0,582,0
272,13,191,208,6,2,1,0,1,2,7,15,446,0,446,0
273,14,266,203,4,0,3,1,3,3,5,15,517,0,517,0
274,9,297,241,0,1,1,5,1,1,4,19,579,0,579,0
275,0,363,81,1,0,0,0,0,1,2,5,453,0,453,0
276,7,178,258,1,0,1,0,0,2,1,5,453,0,453,0
277,8,229,226,2,0,1,1,2,3,2,12,486,0,486,0
278,9,275,82,1,0,0,1,0,0,0,7,375,0,375,0
279,5,44,499,3,1,1,0,0,6,5,12,576,0,576,0
280,6,180,208,0,0,0,0,0,0,2,5,401,0,401,0
281,7,674,136,3,1,0,1,1,2,7,7,839,0,839,0
282,7,462,225,1,0,1,1,3,2,2,6,710,0,710,0
283,6,328,167,0,1,0,4,2,4,3,5,520,0,520,0
284,5,244,43,2,1,0,0,2,0,3,5,305,0,305,0
285,4,129,42,2,0,0,0,0,1,3,6,187,0,187,0
286,3,216,252,6,1,2,2,0,3,5,5,495,0,495,0
287,4,217,214,11,1,0,0,1,1,2,5,456,0,456,0
288,21,376,175,4,1,1,1,3,4,2,8,596,0,596,0
289,5,243,198,1,0,1,0,1,6,6,4,465,0,465,0
290,9,236,294,4,2,0,1,0,3,6,8,563,0,563,0
291,4,477,118,1,0,1,0,0,2,1,1,605,0,605,0
292,6,310,59,2,0,0,0,1,1,1,3,383,0,383,0
293,6,286,258,5,0,0,0,1,1,5,6,568,0,568,0
294,7,48,336,6,1,0,1,2,1,1,9,412,0,412,0
295,2,79,193,1,0,0,0,1,1,5,4,286,0,286,0
296,3,310,170,3,0,0,0,4,2,9,5,506,0,506,0
297,5,249,32,1,1,0,0,0,2,12,5,307,0,307,0
298,9,271,154,5,1,0,2,2,2,4,7,457,0,457,0
299,13,83,421,5,1,0,0,2,2,3,6,536,0,536,0
300,5,148,370,2,0,0,0,1,3,1,4,534,0,534,0
301,5,318,172,4,0,1,0,1,1,2,2,506,0,506,0
302,3,332,140,6,1,1,4,2,2,3,7,501,0,501,0
303,19,111,445,9,1,2,2,2,4,4,9,608,0,608,0
304,3,138,215,7,0,1,1,0,6,1,10,382,0,382,0
305,15,235,409,4,1,1,2,2,0,3,16,688,0,688,0
306,7,193,174,1,1,0,1,1,6,2,7,393,0,393,0
307,5,325,49,2,1,0,0,0,0,7,5,394,0,394,0
