Serial No. of Polling Station,No. Of Valid Votes Cast in favour of,,,,,,,,,,,,,,,,,,,,,,,,,Total Of Valid Votes,No. Of rejected Votes,NOTA,Total,NO. OF Tendered Votes
,AHIR VIKRAMBHAI ARJANBHAI MADAM,POONAMBEN HEMATBHAI MAADAM,SAMA YUSUF,KASAMBHAI,JHALA RAJENDRASINH,SAIYAD ABUBAKAR IBRAHIM,CHANDRAVIJAYSINH TAKHUBHA RANA,DALIT ASHOK NATHABHAI CHAVDA,DALIT JITESH BABUBHAI RATHORE,DHANJIBHAI LALJIBHAI RANEVADIA,DHARAVIYA VALLABHBHAI,NARIYA PRAVINBHAI VALLABHBHAI,PADHIYAR LALJIBHAI KARABHAI,PANDYA CHIRAGBHAI HARIOMBHAI,BATHWAR NANJIBHAI,MAMAD HAJI BOLIM,MEMAN RAFIK ABUBAKAR POPATPUTRA,VAGHER ALI ISHAK PALANI,VAGHER JAVIDBHAI OSMANBHAI NOLE,VANIYA GANGAJIBHAI,SACHADA HABIB ISHABHAI,SUTHAR HANSABEN HARSUKHBHAI GORECHA,SUMARA AMANDBHAI NOORMAMADBHAI SUMARA,SODHA SALIMBHAI NURMAMADBHAI,SANDHI MAMADBHAI HAJIBHAI SAFIA,,,,,
188,312,149,7,1,2,0,1,0,1,2,2,1,2,0,0,8,6,3,1,1,0,0,1,1,0,501,0,5,506,
189,312,218,6,1,2,2,1,2,0,0,1,1,1,4,2,7,3,0,3,1,0,0,1,0,2,570,0,2,572,
190,162,165,1,0,0,1,0,1,1,0,0,2,0,0,3,2,6,2,0,1,0,0,0,0,0,347,0,5,352,
191,376,230,6,2,2,6,2,1,0,0,3,2,0,3,4,5,5,4,1,0,2,1,1,1,0,657,0,1,658,
192,80,239,5,1,1,0,1,2,0,1,2,1,1,1,3,5,5,1,1,0,4,1,2,1,0,358,0,4,362,
193,269,148,1,0,3,0,1,0,0,0,3,3,0,2,7,5,2,4,0,2,2,3,0,1,4,460,0,4,464,
194,187,442,3,2,3,0,0,1,0,0,1,4,2,3,4,9,2,5,1,1,0,0,2,0,0,672,0,9,681,
195,141,387,9,0,5,1,0,0,0,0,1,2,3,1,4,9,7,1,1,0,1,0,2,2,2,579,0,5,584,
196,129,299,2,2,5,0,1,1,0,1,0,0,0,1,1,4,8,3,1,0,1,0,0,1,0,460,0,1,461,
197,152,351,3,2,4,0,1,0,2,0,0,2,2,2,4,1,5,8,4,1,0,1,2,3,6,556,0,7,563,
198,163,366,5,0,5,0,0,3,1,1,2,3,2,0,0,6,3,4,0,0,0,1,2,0,2,569,0,4,573,
199,60,299,3,1,3,1,0,0,0,0,0,0,0,0,1,0,4,2,1,0,0,0,1,0,0,376,0,1,377,
200,6,199,1,0,0,0,0,0,0,0,1,0,0,1,5,2,3,0,0,0,0,0,0,0,0,218,0,1,219,
201,225,297,3,1,1,0,0,0,0,0,3,0,1,1,8,3,2,0,1,0,1,0,0,1,2,550,0,5,555,
202,25,89,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,117,0,1,118,
203,136,178,1,1,2,0,0,1,1,0,0,0,0,0,0,6,2,3,2,0,2,0,1,1,0,337,0,2,339,
204,218,358,3,4,1,2,0,1,0,1,2,1,0,1,1,7,6,3,0,1,1,2,0,0,1,614,0,3,617,
205,101,281,8,0,1,0,0,0,0,1,0,2,0,1,4,5,8,5,0,2,0,0,1,1,3,424,0,5,429,
206,73,231,4,0,0,0,1,0,0,1,2,0,3,2,5,6,6,5,2,0,2,1,4,1,4,353,0,7,360,
207,54,157,3,0,0,1,0,0,0,0,1,1,0,1,2,1,3,4,1,1,1,0,2,0,0,233,0,5,238,
208,91,170,4,0,5,0,1,0,0,0,0,1,0,0,0,3,4,4,0,1,0,0,0,1,0,285,0,1,286,
209,112,271,4,2,3,0,0,0,1,2,2,3,1,0,2,5,1,4,0,0,0,0,0,1,0,414,0,1,415,
210,113,268,3,1,0,2,1,0,0,0,0,13,1,2,1,1,4,2,1,0,0,0,1,1,0,415,0,2,417,
211,106,409,4,0,1,1,1,0,0,1,0,2,1,1,5,7,4,1,0,1,0,6,0,1,1,553,0,7,560,
212,185,166,1,0,0,2,0,0,1,0,0,1,2,0,1,7,0,2,0,0,0,0,1,0,0,369,0,2,371,
213,126,325,2,0,5,2,0,0,1,0,0,1,0,4,1,0,5,2,1,0,0,0,0,1,1,477,0,6,483,
214,86,243,1,2,1,0,0,0,0,2,2,1,1,0,6,8,2,3,0,0,0,0,0,0,1,359,0,2,361,
215,12,72,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,88,0,2,90,
216,49,471,11,2,1,0,0,1,0,2,1,1,1,3,8,4,1,6,0,0,0,0,1,1,0,564,0,5,569,
217,72,219,2,2,2,0,0,1,0,1,1,0,5,1,2,8,2,5,1,0,1,0,1,1,4,331,0,1,332,
218,53,371,2,0,7,2,3,0,1,1,0,2,1,4,6,4,2,1,1,0,0,0,0,2,0,463,0,2,465,
219,275,206,2,0,0,0,1,1,0,0,1,2,0,1,4,5,8,0,0,0,0,0,0,0,0,506,0,2,508,
220,20,271,5,0,1,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,1,304,0,1,305,
221,121,57,0,2,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,0,0,0,0,1,188,0,2,190,
222,408,161,3,3,1,0,0,0,0,0,0,0,6,5,6,11,10,2,1,2,1,0,1,1,2,624,0,3,627,
223,237,243,3,0,1,1,0,2,1,0,0,2,3,2,2,7,4,4,1,2,1,0,0,0,1,517,0,2,519,
224,163,236,30,1,7,2,1,1,0,0,2,1,0,4,5,7,2,3,2,1,0,1,0,0,0,469,0,4,473,
225,324,218,6,1,1,1,0,0,1,0,1,2,0,3,3,4,2,1,0,1,1,0,0,0,2,572,0,3,575,
226,170,231,8,1,1,1,0,0,0,0,0,0,0,0,3,2,3,1,0,0,1,0,1,0,1,424,0,1,425,
227,228,365,6,0,5,0,0,1,1,1,1,1,1,2,1,3,4,12,2,0,2,0,1,0,0,637,0,3,640,
228,72,91,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,173,0,0,173,
229,129,470,5,1,1,0,0,0,1,0,0,2,1,0,0,5,5,5,0,2,3,0,1,1,1,633,0,2,635,
230,99,577,8,2,7,1,0,1,1,1,0,2,0,1,0,1,2,1,0,0,0,0,0,0,0,704,0,3,707,
231,173,261,7,1,1,2,3,0,0,0,1,3,4,1,2,7,7,4,0,1,0,1,0,1,1,481,0,5,486,
232,148,82,6,0,1,0,0,0,0,1,0,1,0,0,2,3,0,0,1,0,0,0,0,0,0,245,0,1,246,
233,18,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,299,0,0,299,
234,48,85,2,0,1,0,0,0,0,1,1,2,2,0,0,3,1,1,0,0,0,0,0,0,1,148,0,2,150,
235,121,41,0,0,7,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,174,0,2,176,
