polling station,NO. OF VALID VOTES CAST IN FAVOUR OF CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,Total Of Valid Votes,No. Of rejected Votes,NOTA,Total,NO. OF Tendered Votes
,AHIR VIKRAMBHAI ARJANBHAI MADAM,POONAMBEN HEMATBHAI MAADAM,SAMA YUSUF,KASAMBHAI,JHALA RAJENDRASINH,SAIYAD ABUBAKAR IBRAHIM,CHANDRAVIJAYSINH TAKHUBHA RANA,DALIT ASHOK NATHABHAI CHAVDA,DALIT JITESH BABUBHAI RATHORE,DHANJIBHAI LALJIBHAI RANEVADIA,DHARAVIYA VALLABHBHAI,NARIYA PRAVINBHAI VALLABHBHAI,PADHIYAR LALJIBHAI KARABHAI,PANDYA CHIRAGBHAI HARIOMBHAI,BATHWAR NANJIBHAI,MAMAD HAJI BOLIM,MEMAN RAFIK ABUBAKAR POPATPUTRA,VAGHER ALI ISHAK PALANI,VAGHER JAVIDBHAI OSMANBHAI NOLE,VANIYA GANGAJIBHAI,SACHADA HABIB ISHABHAI,SUTHAR HANSABEN HARSUKHBHAI GORECHA,SUMARA AMANDBHAI NOORMAMADBHAI SUMARA,SODHA SALIMBHAI NURMAMADBHAI,SANDHI MAMADBHAI HAJIBHAI SAFIA,,,,,
149,68,106,2,0,0,0,0,0,0,1,0,0,1,0,1,0,3,8,2,1,0,0,0,0,1,194,0,1,195,0
150,174,429,5,0,4,0,0,0,1,0,0,0,0,1,3,2,3,5,4,2,3,1,0,3,1,641,0,5,646,0
151,307,483,5,2,8,1,1,0,0,2,3,4,1,2,7,0,10,4,0,3,2,1,1,1,1,849,0,3,852,0
152,92,206,1,0,3,0,1,1,0,0,1,0,0,2,4,4,2,4,0,1,1,0,1,0,1,325,0,2,327,0
153,75,86,0,0,1,0,1,0,0,0,1,1,2,1,1,2,4,1,1,1,0,0,0,0,2,180,0,2,182,0
154,116,231,2,1,9,0,0,0,0,1,2,2,1,1,5,5,5,14,1,1,0,0,0,1,1,399,0,3,402,0
155,93,241,3,0,0,0,1,0,0,1,0,0,1,0,0,5,3,3,0,0,0,1,0,1,0,353,0,2,355,0
156,128,365,7,2,9,3,1,0,0,0,0,0,2,1,1,3,4,3,1,0,1,0,1,0,1,533,0,4,537,0
157,18,162,1,0,1,1,1,0,0,0,0,1,0,0,1,2,0,1,1,0,0,0,0,0,1,191,0,2,193,0
158,306,295,7,0,2,0,1,0,0,1,1,2,2,0,2,15,6,4,1,0,0,0,0,1,1,647,0,11,658,0
159,78,419,3,1,2,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,1,0,0,0,0,510,0,2,512,0
160,126,175,5,1,0,1,0,0,1,0,2,0,0,1,0,2,8,3,0,1,0,0,1,0,0,327,0,1,328,0
161,159,292,3,2,3,0,0,0,0,3,0,2,0,3,6,8,4,7,5,0,1,0,2,1,2,503,0,2,505,0
162,41,112,3,0,1,0,0,1,0,1,0,3,0,0,4,7,1,0,2,0,1,0,0,1,2,180,0,0,180,0
163,83,471,5,0,2,1,0,0,1,0,1,2,0,2,4,3,9,9,5,0,0,0,1,1,1,601,0,5,606,0
164,218,322,9,0,3,2,2,1,0,2,1,3,0,2,2,6,2,3,1,3,2,1,2,1,3,591,0,5,596,0
165,84,238,4,2,0,0,0,2,0,0,1,2,0,1,6,3,4,6,1,2,0,0,2,0,0,358,0,0,358,0
166,128,228,1,0,5,0,0,0,0,1,0,2,0,0,1,8,0,1,0,0,0,0,0,0,0,375,0,4,379,0
167,92,190,4,2,2,0,0,0,0,0,0,2,1,1,3,1,2,1,3,0,3,2,2,1,1,313,0,3,316,0
168,42,221,2,0,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,1,1,0,0,1,0,275,0,0,275,0
169,56,150,4,2,3,1,0,0,0,1,1,0,0,1,1,3,3,2,0,0,0,0,0,0,1,229,0,0,229,0
170,163,290,5,0,4,0,1,1,2,2,0,2,2,0,3,10,8,7,0,1,2,0,0,2,3,508,0,7,515,0
171,96,217,4,1,7,1,0,1,0,0,0,0,0,1,0,3,1,1,2,0,0,0,1,1,2,339,0,0,339,0
172,132,362,8,1,1,0,0,1,0,1,0,0,1,0,6,4,3,6,1,0,1,0,0,0,1,529,0,3,532,0
173,79,91,2,0,2,0,0,1,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,1,182,0,2,184,0
174,329,189,27,0,3,0,1,1,0,0,0,1,0,1,3,7,5,0,0,1,0,0,0,0,0,568,0,4,572,0
175,139,420,8,1,3,0,0,1,0,0,0,0,0,1,4,5,2,2,1,0,1,0,0,0,1,589,0,10,599,0
176,258,350,9,0,6,0,0,0,0,0,2,3,1,1,2,15,11,5,2,0,1,0,1,1,0,668,0,4,672,0
177,259,203,17,1,4,0,1,0,0,1,0,3,2,4,2,23,4,0,1,1,0,1,0,1,0,528,0,3,531,0
178,157,474,37,0,6,1,1,0,0,0,2,0,0,2,7,6,8,4,0,0,3,1,2,4,8,723,0,15,738,0
179,317,258,0,0,4,0,1,0,0,0,0,0,0,1,0,1,3,2,0,0,0,1,0,0,1,589,0,6,595,0
180,246,26,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,280,0,0,280,0
181,548,84,1,2,2,0,0,0,0,0,0,3,0,1,3,5,10,2,0,1,0,0,1,0,0,663,0,3,666,0
182,220,409,2,0,2,0,0,0,0,0,1,2,0,0,5,3,4,2,2,0,0,0,0,0,0,652,0,6,658,0
183,375,352,5,1,7,0,0,0,0,0,0,1,0,1,1,4,5,1,0,0,0,1,0,0,1,755,0,5,760,0
184,228,491,3,0,1,1,0,0,3,1,1,1,0,1,3,10,5,0,0,0,1,0,1,2,2,755,0,9,764,0
185,131,371,3,4,2,0,1,1,0,0,1,1,3,2,2,4,4,10,0,1,2,0,3,2,2,550,0,4,554,0
186,333,243,1,0,2,0,0,1,0,1,0,1,1,1,3,4,3,1,2,0,0,0,0,1,1,599,0,2,601,0
187,214,358,2,0,3,1,2,1,1,0,1,0,0,0,2,5,3,5,2,0,2,0,0,0,0,602,0,5,607,0
188,82,540,2,0,2,0,0,0,0,0,1,0,0,0,2,1,3,10,2,0,0,1,2,0,0,648,0,9,657,0
189,145,510,3,1,2,2,1,0,0,0,0,0,3,1,0,3,2,4,1,0,0,0,1,0,1,680,0,8,688,0
190,177,375,2,1,4,1,0,2,0,0,1,3,0,0,2,4,2,0,1,2,1,0,1,0,1,580,0,7,587,0
191,97,425,4,2,2,0,0,0,0,1,0,1,0,0,2,5,5,1,0,0,1,1,0,0,0,547,0,5,552,0
192,410,328,5,1,6,1,0,2,1,0,1,0,0,0,2,11,10,5,1,2,0,0,1,0,1,788,0,5,793,0
193,131,356,5,3,5,0,1,0,0,0,0,2,0,2,2,4,5,1,2,0,0,1,0,0,1,521,0,7,528,0
194,110,235,14,0,6,0,0,0,0,0,0,1,0,0,2,2,8,0,0,0,0,1,0,0,1,380,0,4,384,0
195,15,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,103,0,1,104,0
196,145,135,7,0,16,0,0,0,1,0,0,3,0,2,1,2,9,3,1,1,0,1,1,3,1,332,0,2,334,0
197,83,103,6,0,0,0,0,0,0,0,1,3,3,0,7,4,3,3,0,1,1,1,0,0,3,222,0,9,231,0
198,167,22,1,0,0,0,0,0,0,1,0,1,0,0,1,13,3,0,1,1,0,0,0,1,0,212,0,1,213,0
199,190,93,2,0,0,0,0,0,1,0,0,3,0,2,2,4,5,2,3,2,0,0,0,0,0,309,0,0,309,0
200,124,206,3,0,2,0,0,0,1,2,0,2,0,0,2,2,4,7,2,0,0,1,1,2,0,361,0,1,362,0
201,39,296,4,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,347,0,1,348,0
202,112,165,6,2,1,2,0,0,0,1,0,1,0,2,5,6,5,5,1,0,1,0,2,1,1,319,0,3,322,0
203,104,243,9,0,12,0,0,0,0,1,0,2,1,3,0,4,7,6,2,1,0,1,0,0,1,397,0,1,398,0
204,115,132,1,0,0,0,0,0,0,0,0,1,0,1,0,4,5,1,1,0,0,1,0,2,1,265,0,0,265,0
205,70,160,2,0,0,0,1,0,0,0,1,2,1,2,0,2,1,4,2,1,0,0,4,0,4,257,0,1,258,0
206,224,383,3,0,14,2,0,0,1,1,1,1,2,2,5,4,10,6,0,0,1,0,1,2,3,666,0,5,671,0
207,137,298,5,1,0,1,0,1,0,0,0,0,0,0,0,4,3,3,1,3,2,2,1,1,1,464,0,3,467,0
208,325,186,5,0,3,0,2,1,2,2,0,3,1,4,0,12,5,1,0,0,0,0,1,1,0,554,0,4,558,0
209,98,146,2,0,2,0,0,1,1,0,1,3,2,1,2,4,2,0,1,0,0,0,0,0,0,266,0,1,267,0
210,288,278,1,2,1,0,0,0,0,0,0,0,1,1,2,3,6,1,0,0,1,0,0,1,0,586,0,5,591,0
211,305,461,4,0,6,1,0,2,0,0,0,2,1,2,2,5,2,2,2,2,2,0,0,0,1,802,0,1,803,0
212,350,359,4,1,4,1,0,1,1,0,1,3,3,2,8,5,8,2,5,4,1,2,0,6,1,772,0,12,784,0
213,151,143,2,0,3,0,0,0,0,0,1,0,0,1,1,0,4,1,1,3,1,2,0,1,1,316,0,5,321,0
214,233,233,5,1,1,3,1,0,2,0,1,1,0,0,2,3,6,2,0,0,0,1,0,0,0,495,0,1,496,0
215,98,476,2,0,8,1,0,0,2,2,0,0,0,0,3,2,3,3,1,0,0,0,0,1,1,603,0,1,604,0
216,318,330,4,1,0,2,2,1,0,0,1,2,0,1,2,12,17,6,2,2,2,1,0,1,0,707,0,7,714,0
217,136,120,3,1,0,0,0,1,0,1,1,3,0,0,1,6,4,2,0,1,1,0,1,0,1,283,0,2,285,0
218,227,162,3,1,0,1,0,0,0,1,0,0,3,0,3,8,7,14,2,0,1,1,0,1,1,436,0,3,439,0
219,174,267,3,1,1,2,0,1,1,0,2,1,1,1,5,4,7,7,0,3,0,1,0,0,0,482,0,1,483,0
220,52,288,0,2,0,0,1,0,0,0,0,0,1,0,1,4,4,3,0,0,0,0,0,0,0,356,0,1,357,0
221,79,98,22,0,0,0,0,0,0,0,1,0,0,1,1,3,1,1,2,0,0,0,0,0,0,209,0,2,211,0
222,245,369,2,0,8,0,0,1,1,0,0,0,0,1,6,8,1,2,0,1,1,0,1,0,1,648,0,5,653,0
223,53,253,4,1,3,2,0,1,0,0,0,0,0,1,2,2,5,11,1,2,1,0,0,2,1,345,0,9,354,0
224,192,500,6,0,1,2,0,0,0,1,0,0,1,1,2,2,3,4,0,0,0,0,1,2,0,718,0,5,723,0
225,149,418,5,0,12,2,1,1,0,1,1,3,1,3,2,12,14,4,6,3,4,3,1,2,1,649,0,5,654,0
226,12,109,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,1,0,0,1,0,1,0,130,0,0,130,0
227,45,267,2,1,6,1,0,0,0,0,0,1,0,0,0,1,3,3,0,0,0,0,0,1,0,331,0,3,334,0
228,78,151,2,1,0,0,0,0,0,1,0,0,0,0,1,2,2,4,0,0,1,0,0,0,0,243,0,1,244,0
229,73,126,3,0,3,0,0,0,2,0,0,0,1,0,0,3,1,1,0,1,0,0,0,0,1,215,0,2,217,0
230,331,189,13,2,1,1,0,0,0,0,0,1,1,1,2,7,0,2,0,1,0,0,0,0,2,554,0,3,557,0
231,188,167,6,1,7,0,0,0,1,0,0,2,0,0,0,7,5,2,2,1,0,1,1,1,1,393,0,6,399,0
232,111,186,2,0,9,1,0,0,1,0,3,1,2,1,2,1,1,1,0,0,1,0,2,1,0,326,0,3,329,0
233,210,165,5,0,0,0,1,1,0,1,0,2,0,0,2,2,6,2,0,2,2,0,0,0,1,402,0,3,405,0
234,67,117,2,0,5,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,198,0,0,198,0
235,10,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,121,0,0,121,0
236,203,120,4,0,2,2,0,2,0,0,1,2,2,2,4,10,7,2,1,2,1,1,0,2,1,371,0,2,373,0
237,67,71,1,2,12,0,0,0,0,0,0,0,0,1,1,3,4,0,1,1,0,2,0,1,0,167,0,5,172,0
238,70,115,4,0,5,1,0,0,3,0,2,2,1,2,1,8,1,1,0,0,0,1,0,1,0,218,0,2,220,0
239,119,613,6,3,13,2,1,3,3,0,1,3,2,1,5,8,3,5,4,1,3,0,0,1,3,803,0,5,808,0
240,41,327,1,1,0,2,0,0,0,0,1,0,0,1,1,0,0,4,0,0,0,0,0,0,1,380,0,1,381,0
241,191,244,3,0,21,1,0,0,2,1,1,0,1,1,3,2,4,2,3,3,3,0,0,0,1,487,0,9,496,0
242,125,364,8,4,14,0,0,0,0,0,1,0,2,1,4,1,2,8,1,2,2,2,1,2,1,545,0,6,551,0
243,41,292,6,3,5,2,0,2,3,1,0,0,0,1,5,6,7,5,3,0,0,0,0,0,1,383,0,2,385,0
244,152,192,4,1,1,1,0,0,0,1,0,0,0,1,4,6,2,0,1,0,0,0,0,0,0,366,0,1,367,0
245,252,277,0,2,1,0,0,1,0,0,1,3,1,3,2,7,2,0,1,0,0,0,1,0,0,554,0,1,555,0
246,108,297,2,0,2,0,0,1,0,0,0,0,3,0,2,1,3,3,0,2,2,0,1,0,2,429,0,4,433,0
247,271,342,4,1,1,0,2,1,1,0,2,2,2,2,5,6,9,3,2,2,0,1,0,3,0,662,0,4,666,0
248,131,175,1,1,3,0,0,0,1,0,2,0,2,2,4,6,11,3,1,2,1,0,2,0,1,349,0,8,357,0
249,19,43,3,0,0,0,0,0,2,0,0,0,3,1,2,1,0,0,0,0,3,0,0,0,1,78,0,1,79,0
250,67,269,5,2,3,0,1,0,1,0,1,0,1,0,4,3,1,3,3,0,1,0,0,0,2,367,0,8,375,0
251,250,320,2,0,3,1,0,1,0,0,1,1,0,1,6,15,5,7,1,0,0,1,3,1,1,620,0,3,623,0
252,121,348,3,0,7,4,1,1,0,0,0,4,0,1,3,5,0,1,0,1,1,0,0,0,2,503,0,3,506,0
253,118,184,8,0,3,1,0,2,0,0,0,2,0,1,1,3,6,2,3,5,3,0,0,0,0,342,0,4,346,0
254,76,196,2,1,7,0,1,0,1,0,2,2,1,0,2,4,1,1,1,1,0,0,0,1,0,300,0,6,306,0
255,161,406,2,1,5,1,1,0,0,1,0,1,0,1,1,5,4,6,1,1,1,0,1,0,1,601,0,2,603,0
256,48,335,2,2,4,1,2,0,0,0,0,3,1,0,1,4,4,2,2,2,0,0,0,0,0,413,0,4,417,0
257,213,90,9,0,1,0,1,2,0,0,0,2,3,3,2,12,5,0,2,2,0,2,1,1,0,351,0,8,359,0
258,73,274,9,3,0,0,0,0,0,2,0,2,1,0,0,1,7,3,1,1,2,0,1,0,4,384,0,3,387,0
259,147,345,2,2,3,1,1,1,2,2,1,1,0,2,5,12,4,4,1,1,0,3,0,1,0,541,0,8,549,0
260,147,125,2,1,7,1,0,0,0,1,0,0,1,1,3,2,5,3,1,1,1,0,0,0,1,303,0,2,305,0
261,293,70,0,0,2,0,0,1,0,0,0,2,1,0,0,2,1,0,1,0,0,0,0,0,0,373,0,0,373,0
262,156,304,6,0,1,0,1,2,3,1,0,1,3,1,1,3,2,6,1,2,2,0,1,1,0,498,0,3,501,0
263,149,227,17,1,0,0,0,1,0,2,0,1,0,1,0,7,9,1,4,1,0,0,0,0,1,422,0,3,425,0
