ac_id_09,booth_id_14,booth_name_14,district_name_14,latitude,longitude,modis,modis_rank,booth_id_21
4,16,"Govt Govt Primary School, Madant, Nadora (west Wing)","North Goa",15.674031,73.869483,,,
4,17,"Shree Shantadurga High School, Talapwada, Pirna (north Wing)","North Goa",15.673784,73.884846,,,
4,18,"Shree Shantadurga High School, Talapwada, Pirna (south Wing)","North Goa",15.673784,73.884846,,,
4,19,"Govt Govt Primary School, Tanodiwada, Pirna","North Goa",15.662792,73.88562,,,
4,20,"Govt Govt Primary School, Kelwado, Pirna","North Goa",15.660003,73.880457,,,
4,21,"Govt Govt Primary School, Madel, Tivim (east Wing)","North Goa",15.619157,73.838032,,,
4,22,"Govt Govt Primary School, Auchitwado, Tivim (west Wing 2)","North Goa",15.62252,73.854576,,,
4,23,"Govt Govt Primary School, Madel, Tivim (west Wing)","North Goa",15.619157,73.838032,,,
4,24,"Govt Primary School, Auchitvado, Tivim (west Wing 1)","North Goa",15.62252,73.854576,,,
4,25,"Office of Jr Jr Engineer, Electricity Dept , Tivim","North Goa",15.63165673,73.85689951,,,
4,26,"Office of Asst Asst Engineer Sd Ii,wd Viii,goa Tilari Irrigation Development Corporation (gtidc),tivim","North Goa",15.63165673,73.85689951,,,
5,14,"Gundu Sitaram Amonkar Vidhyamandir, Feira Alto Mapusa (auditorium Room)","North Goa",15.593908,73.812663,,,
5,15,"Gundu Sitaram Amonkar Vidhyamandir, Feira Alto, Mapusa (laboratory Room)","North Goa",15.593908,73.812663,,,
5,16,"St St Mary's Primary School Ground floor, Feira Alto, Mapusa Goa ( North Wing)","North Goa",15.591923,73.81647,,,
5,17,"St St Mary's Primary School Ground Floor, Feira Alto Mapusa Goa (south Wing)","North Goa",15.591923,73.81647,,,
5,18,"Janata High School , Gaunsawado, Mapusa (west Wing I)","North Goa",15.591174,73.815304,,,
5,19,"Janata High School, Gaunsawado, Mapusa (west Wing Ii)","North Goa",15.591174,73.815304,,,
5,20,"Janata High School ,gaunsawado Mapusa (east Wing)","North Goa",15.591174,73.815304,,,
5,21,"Govt Govt Primary School Ansabhat Mapusa (north Wing)","North Goa",15.591159,73.80953,,,
5,22,"Adei North Zone Ansabhat ,mapusa (conference Room)","North Goa",15.591159,73.80953,,,
5,23,"Duty Officer's Room, O/o Fire Services, Ansabhat, Mapusa","North Goa",15.590722,73.80896,,,
5,24,"Electricity Dept Dept Building,ansabhat, Mapusa (north Wing)","North Goa",15.59336,73.809472,,,
5,25,"Electricity Dept Dept Building,ansabhat, Mapusa (south Wing)","North Goa",15.59336,73.809472,,,
6,21,"Govt Govt Primary School Huddo Chapora (east Wing)","North Goa",15.602983,73.74389,,,
6,22,"Govt Govt Primary School Chapora (west Wing)","North Goa",15.603812,73.737294,,,
6,23,"Govt Govt Primary School Chapora (east Wing)","North Goa",15.603812,73.737294,,,
6,24,"Sacred Heart High School Anjuna ( North Wing)","North Goa",15.581641,73.748463,,,
6,25,"Sacred Heart High School Anjuna (south Wing)","North Goa",15.581641,73.748463,,,
6,26,"Govt Govt Priamary School Bandirwado Anjuna","North Goa",15.604179,73.7521,,,
6,27,"Village Panchayat Office Gavadi Anjuna","North Goa",15.597752,73.748645,,,
6,28,"Govt Govt Primary School Mazalwado Anjuna (west Wing)","North Goa",15.620681,73.783255,,,
6,29,"Govt Govt Priamary School Mazalwado Anjuna (east Wing)","North Goa",15.620681,73.783255,,,
6,30,"Govt Govt Priamary School Anjuna Chiwar","North Goa",15.615597,73.785225,,,
6,31,"Govt Govt Primary School Munong Assagao(north Wing)","North Goa",15.600377,73.767464,,,
6,32,"Govt Govt Primary School Munong Assagao(south Wing)","North Goa",15.600377,73.767464,,,
14,33,"Govt Govt Primary School (s W ),tito, Mandur","North Goa",15.451868,73.922573,,,
14,34,"Govt Govt Primary School (n W ), Tito, Mandur","North Goa",15.451868,73.922573,,,
14,35,"Govt Govt Village Library (n W ),dongrim Thorlebhat","North Goa",15.448817,73.926588,,,
14,36,"Govt Govt Village Library (s W ),dongrim Thorlebhat","North Goa",15.448817,73.926588,,,
14,37,"V P P Office Azossim Mandur","North Goa",15.450707,73.925494,,,
15,35,"Govt Govt Primary School , Carambolim(east Wing)","North Goa",15.483987,73.932656,,,
15,36,"Govt Govt Primary School , Carambolim(west Wing)","North Goa",15.483987,73.932656,,,
15,37,"Village Panchayat Office, Carambolim (old Bldg)","North Goa",15.485929,73.933273,,,
15,38,"Village Panchayat Office, Dona Maria, Carambolim(new Building)","North Goa",15.485717,73.932463,,,
15,39,"Communidade Bldg, Carambolim","North Goa",15.479792,73.923727,,,
16,35,"Govt Primary School Vithalapur (east Wing) Karapur","North Goa",15.567286,74.003283,,,
16,36,"Office of the Executive Engineer, Wd V,wrd (adm Section) Karapur Tisk","North Goa",15.570828,74.000006,,,
6,33,"Govt Govt Primary School Badem Assagao(north Wing)","North Goa",15.607163,73.750325,,,
6,34,"Govt Govt Primary School Badem Assagao (south Wing)","North Goa",15.607163,73.750325,,,
6,35,"Dr Dr August Souza High School Assagao (north Wing)","North Goa",15.605171,73.754154,,,
6,36,"Dr Dr August Souza High School Assagao (south Wing)","North Goa",15.605171,73.754154,,,
6,37,"Don Bosco Youth Welfare Center Verla","North Goa",15.576019,73.794715,,,
7,1,"Government Primary School, Namaoshi Guirim (north Wing)","North Goa",15.573332,73.804719,,,
7,2,"Govt Primary School, Namoshi Gurim (south Wing)","North Goa",15.573332,73.804719,,,
7,3,"Govt Primary School, Namoshi Guirim (east Wing)","North Goa",15.573332,73.804719,,,
7,26,"Dayanand Bandodkar High School,reis Magos (east Wing)","North Goa",15.507015,73.810299,,,
7,27,"Dayanand Bandodkar High School,reis Magos (west Wing)","North Goa",15.507015,73.810299,,,
7,28,"Govt Primary School, Sonarbhat Reis Magos (east Wing)","North Goa",15.507115,73.809435,,,
7,29,"Govt Primary School, Sonarbhat Reis Magos (west Wing)","North Goa",15.507115,73.809435,,,
7,30,"Old Police Bldg Bldg Betim Police Out Post, Reis Magos","North Goa",15.516874,73.823133,"Urban area",9,
7,31,"River Navigation Office, Penha De France (north Wing)","North Goa",15.506454,73.808291,,,
7,32,"River Navigation Office, Penha De France (south Wing)","North Goa",15.511788,73.82108,,,
7,33,"River Navigation Office, Penha De France (west Wing)","North Goa",15.514435,73.82387,,,
7,34,"Village Panchayat Office, Nerul","North Goa",15.510227,73.782964,,,
8,1,"Village Panchayat (ground Floor) parra","North Goa",15.574923,73.789833,,,
8,3,"Govt Govt Primary School, Parra (south Wing) Wing) Lobo Vaddo, Parra","North Goa",15.574923,73.789833,,,
8,4,"Health Center, Parra, B Arradi","North Goa",15.582628,73.77709,,,
8,5,"Communadidade Bldg, Parra, Arradi","North Goa",15.579832,73.778772,,,
8,6,"Govt Govt Primary School Arpora, (east Wing) Viegas Vaddo, Arpora","North Goa",15.561666,73.768472,,,
8,7,"Govt Govt Primary School Arpora, (west Wing) Viegas Vaddo, Arpora","North Goa",15.561666,73.768472,,,
8,8,"St St Joseph High school, Viegas Vaddo, Arpora","North Goa",15.537766,73.76306,,,
16,37,"Govt Govt Primary School Vithalapur (west Wing) Karapur","North Goa",15.563741,74.000255,,,
16,38,"Govt Govt Primary School Deulwada (north Wing)","North Goa",15.607057,74.006454,,,
12,12,"Peace Heaven Home & School for the Mentally Challenged Children,caranzalem Goa","North Goa",15.468534,73.807611,,,
12,13,"Clube Sao Miguel De Taleigao","North Goa",15.46762177,73.8192933,,,
12,14,"Office of the Communidade De Taleigao,tiswadi Goa","North Goa",15.46771956,73.81928537,,,
12,15,"Our Lady Of Rosary High School, (std 1v A Class Room ), Dona Paula Goa","North Goa",15.461244,73.807428,,,
12,16,"Govt Govt Primary & High School,(konkani Class) ,dona Paula Goa","North Goa",15.45533,73.802965,,,
12,17,"Govt Govt Primary & High School, ( Std I Class),dona Paula Goa","North Goa",15.45533,73.802965,,,
12,18,"Our Lady Of Rosary High School, ( Std Iii A Class Room ),dona Paula Goa","North Goa",15.461244,73.807428,,,
12,19,"Our Lady Of Rosary High School, (staff Room),dona Paula Goa","North Goa",15.461244,73.807428,,,
12,20,"Govt Govt Primary School,odxel,tiswadi Goa","North Goa",15.454381,73.829683,,,
4,27,"Govt Primary School, Auchitwado, Tivim (east Wing )","North Goa",15.61661,73.852345,,,
4,28,"Govt Govt Primary School, Cansa, Tivim (north Wing)","North Goa",15.63373818,73.86643787,,,
4,29,"Govt Primary School, Cansa, Tivim, (south Wing)","North Goa",15.63373818,73.86643787,,,
4,30,"Govt Govt Primary School, Sirsaim, (west Wing), Sirsaim","North Goa",15.62555282,73.87427307,,,
4,31,"Govt Govt Primary School, Sirsaim (east Wing 2)","North Goa",15.62552454,73.87421912,,,
4,32,"Govt Govt Primary School, Sirsaim (east Wing 1)","North Goa",15.62552454,73.87421912,,,
4,33,"St St Clara High School, Assonora (east Wing)","North Goa",15.6198239,73.8901729,,,
14,17,"Office of Provedoria Asst Asst Public, Dando","North Goa",15.440929,73.886881,,,
14,18,"G P S (n W ), Forgottem","North Goa",15.444389,73.882868,,,
14,19,"G P S (s W ), Forgottem","North Goa",15.444389,73.882868,,,
14,20,"Popular English High School","North Goa",15.445366,73.880824,,,
14,21,"Peoples House (casa De Pova) Forgottem","North Goa",15.44429,73.882637,,,
14,22,"G P S S Agacaim Tryceum Classes, G P S S Agacaim Tryceum Classes, Mercurim Baixo De Igreja","North Goa",15.426681,73.899112,,,
14,23,"G P S S Mercurim","North Goa",15.426099,73.904208,,,
14,24,"G P S (n W ), Mercurim","North Goa",15.425861,73.897732,,,
14,25,"St St Lawrence High School, Agacaim","North Goa",15.425861,73.897732,,,
14,26,"V P P Office, Agacaim","North Goa",15.425861,73.897732,,,
14,27,"G P S S Sulabhat","North Goa",15.439445,73.900345,,,
14,28,"G P S (s W ), Mercurim","North Goa",15.425861,73.897732,,,
14,29,"Fr Fr Agnel Central School, Malwara","North Goa",15.440588,73.891644,,,
14,30,"Village Panchayat, Neura","North Goa",15.442925,73.917345,,,
15,1,"Govt Govt Primary School, Vanxim Sao Mathias","North Goa",15.528034,73.912381,,,
15,2,"Govt Govt Primary School, Malar, Sao Mathias","North Goa",15.528034,73.915996,,,
15,3,"Govt Govt Primary School, Naroa, Sao Mathias","North Goa",15.532342,73.924153,,,
15,4,"Village Panchayat Office, Sao Mathias","North Goa",15.529664,73.912622,,,
15,5,"Commudade Office Bldg, Navelim","North Goa",15.52424,73.89853,,,
15,6,"Village Panchayat Goltim, Navelim","North Goa",15.526664,73.902306,,,
15,7,"St St Aloysius High School, Santarbhat","North Goa",15.529099,73.904208,,,
15,8,"Govt Govt Primary School, Asilo Bldg, Piedade","North Goa",15.527551,73.904004,,,
15,9,"Govt Govt Primary School, Akhada","North Goa",15.535283,73.930054,,,
23,25,"Government Primary School, Undir, Bandora","North Goa",15.40357,73.955208,,,
23,26,"Government Primary School, Gauthan, Queula, (n W ),","North Goa",15.393911,73.985501,,,
23,27,"Government Primary School, Gauthan,queula, (s W ),","North Goa",15.393818,73.985533,,,
23,28,"Government Primary School, Galshirem Galshirem Queula (n W ),","North Goa",15.399039,73.987247,,,
23,29,"Government Primary School, Galshirem Galshirem Queula (s W )","North Goa",15.398995,73.987266,,,
23,30,"Government Primary School, Kapileshwari,queula","North Goa",15.38975,73.994274,,,
13,10,"Govt Govt Primary /middle School Kirlawada,(east Wing 1)","North Goa",15.4975057,73.86836,,,
13,11,"Govt Govt Primary/middle School, Kirlawada,(east Wing 2)","North Goa",15.4975057,73.86836,,,
13,12,"Sarva Shiksha Abhiyan Premises,chimbel","North Goa",15.4975057,73.86836,,,
13,13,"Home for Women & Child Welfare, Health & Child Development Centre, Indira Nagar, Chimbel","North Goa",15.4975057,73.86836,,,
13,14,"Chimbel Pre Primary, Jhulaghar, Chimbel","North Goa",15.4975057,73.86836,,,
13,15,"Govt Govt Primary School, Merces, (west Wing)","North Goa",15.475685,73.843218,,,
13,16,"Govt Govt Primary School , Merces, (east Wing)","North Goa",15.475106,73.844334,,,
13,17,"Our Lady Of Merces High School (north Wing 1)","North Goa",15.47894959,73.84650396,,,
13,18,"Our Lady of Merces High School (north Wing 2)","North Goa",15.478001,73.842967,,,
13,19,"Our Lady of Merces High School (south Wing)","North Goa",15.477753,73.84399,,,
13,20,"Govt Govt Middle School Gauchembhat, Merces, (north Wing)","North Goa",15.47982,73.841144,,,
1,46,"Government Primary School Virnora(west Wing)","North Goa",15.690817,73.819605,,,
2,41,"Govt Govt Primary School, Harijanwada","North Goa",15.736662,73.886741,,,
2,42,"Govt Govt Primary & Middle School, Hassapur","North Goa",15.735258,73.89712,,,
2,43,"Govt Govt Primary & Middle School, Alorna","North Goa",15.719147,73.911675,,,
2,44,"Govt Govt Primary & Middle School, Talarna (east South)","North Goa",15.704771,73.889138,,,
2,45,"Govt Govt Primary & Middle School, Talarna (east North)","North Goa",15.705597,73.889052,,,
2,46,"Govt Govt Primary School, Hankhane","North Goa",15.736167,73.830485,,,
3,34,"Govt Govt Primary School,wadacha Wada (old School Building) (east Wing)","North Goa",15.5953,73.946995,,,
3,35,"Shri Shantadurga Higher Secondary School, Bordem (east Wing)","North Goa",15.598604,73.943629,,,
3,36,"Shri Shantadurga Higher Secondary School, Bordem (west Wing)","North Goa",15.598604,73.943629,,,
3,37,"Industrial Training Institute, Valshi, Bordem, Bicholim","North Goa",15.602446,73.935169,,,
3,38,"Govt Govt Primary School, Gaonkarwada Mulgao","North Goa",15.609811,73.921334,,,
15,30,"Madkaikar Navchaityan High School, Corlim","North Goa",15.498814,73.938448,,,
15,32,"Govt Govt Primary School, Mangado, Corlim","North Goa",15.497048,73.935174,,,
15,33,"Govt Govt Primary School, Dhulapi","North Goa",15.494169,73.946051,,,
16,1,"Govt Govt High School Sirigao ( Deulwada)","North Goa",15.604531,73.899144,,,
16,2,"Govt Govt Primary School ( Deulwada )","North Goa",15.604492,73.899329,,,
16,3,"Poira High School, Poira Goa","North Goa",15.595254,73.899144,,,
16,4,"Govt Govt Primary School Sinquerim","North Goa",15.585971,73.894971,,,
16,5,"Govt Govt Primary School ( Karbhat ) Haldanwadi","North Goa",15.584465,73.905203,,,
16,6,"Govt Govt Primary School Gaonkarwada","North Goa",15.584328,73.911402,,,
16,7,"Govt Govt Primary School Kumbharwada","North Goa",15.576536,73.920197,,,
16,8,"Govt Govt Primary School Kelbaiwada ( North wing )","North Goa",15.558586,73.951683,,,
16,9,"Govt Govt Primary School Kelbaiwada (south wing)","North Goa",15.586498,73.921997,,,
16,10,"Govt Govt Primary School Deus Bhatwadi","North Goa",15.576902,73.933868,,,
11,6,"Bal Bharti Vidhya Mandir, Ribander(south Wing)","North Goa",15.496942,73.831337,"Urban area",7,
11,7,"Govt Govt Primary School, Room No No 1, Massano de Amorim (north Wing)","North Goa",15.498638,73.830307,"Urban area",7,
11,8,"Govt Govt Primary School, Room No No 2, Massano de Amorim (north Wing)","North Goa",15.499299,73.829449,"Urban area",7,
11,9,"Govt Govt Primary School, Room No No 3, Massano de Amorim (north Wing)","North Goa",15.497604,73.829964,"Urban area",7,
11,10,"Sd Iv, Div Vii (nh), P W D , Patto, Panaji","North Goa",15.497232,73.829921,"Urban area",7,
11,11,"Saraswati Vidyalaya, Mustifund Saunsthan, Mala","North Goa",15.4914263,73.8330222,"Urban area",7,
11,12,"Mary Immaculate High School, Front Side, Panaji (north Wing)","North Goa",15.496567,73.831713,"Urban area",7,
11,13,"Govt Govt Primary School, Portais","North Goa",15.493303,73.830736,"Urban area",7,
11,14,"Institute of Public Assistance,provedoria Head Office(accounts Section),mala,panaji","North Goa",15.4914263,73.8330222,"Urban area",7,
11,15,"Directorate of Food & Drugs,adm Section,altinho,panaji","North Goa",15.487678,73.830736,"Urban area",7,
11,16,"Goa State Commisioner for Backward classes, Iphb (old), Altinho","North Goa",15.489043,73.829706,"Urban area",7,
16,11,"Govt Govt Primary School Haturli","North Goa",15.558852,73.915353,,,
16,12,"Vijayanand Higher Secondary School of Arts and Commerce, Tikhajan","North Goa",15.558183,73.910471,,,
16,13,"Govt Govt Primary School Vainguinim","North Goa",15.567583,73.909307,,,
16,14,"Govt Govt Primary School Bhavkai","North Goa",15.575724,73.90803,,,
16,15,"Govt Govt Primary School Deugi","North Goa",15.536776,73.884607,,,
16,16,"Govt Govt Primary School Kerem","North Goa",15.527122,73.880801,,,
16,17,"Chodan Madel Village Panchayat","North Goa",15.551134,73.889845,,,
16,18,"Electricity Department Office of the Jr Jr Engineer, Electricity, Chorao llhas","North Goa",15.553674,73.888297,,,
16,19,"Integrated Child Dev Dev Proj Ser Sch (anganwadi),chorao","North Goa",15.543185,73.87711,,,
16,20,"Govt Govt Primary School Padavwada","North Goa",15.55719,73.885478,,,
21,41,"Government Primary School, (west Wing) Yeshwantnagar, Ponda Goa","North Goa",15.391237,74.002093,,,
21,42,"Ponda Municipal Council (office), Ponda Goa","North Goa",15.396169,74.002528,,,
21,43,"Ponda Municipal Council (hall), Ponda Goa","North Goa",15.396179,74.002522,,,
22,42,"Government Primary School(east Wing) Vizar Panchawadi","North Goa",15.283691,74.080261,,,
22,43,"Government Primary School(west Wing) Vizar Panchawadi","North Goa",15.28367,74.080296,,,
22,44,"Government Primary School, Mapa Panchawadi","North Goa",15.279709,74.092652,,,
22,45,"Government Primary School, Digas Panchawadi","North Goa",15.274839,74.097684,,,
23,34,"Government Primary School, Bedxem, Talaulim (n W )","North Goa",15.382026,73.980429,,,
23,35,"Government Primary School, Bedxem, Talaulim (s W )","North Goa",15.382026,73.980421,,,
23,36,"Government Primary School, Kasawada,talaulim","North Goa",15.374521,73.975271,,,
23,37,"Government Primary School, Und Agapur, Durbhat","North Goa",15.394035,73.958569,,,
23,38,"Government Primary School, (no (no 1), Agapur, (w W )","North Goa",15.378395,73.963182,,,
23,39,"Government Primary School,(no School,(no 1), Agapur (e W)","North Goa",15.378353,73.963257,,,
1,1,"Government Primary School, Tiracol","North Goa",15.722894,73.68987,,,
1,2,"Government Primary School Talwada Querim(east Wing)","North Goa",15.716914,73.69226,,,
1,3,"Government Primary School Talwada Querim(west Wing)","North Goa",15.716914,73.69226,,,
1,4,"Government Primary School Madhalawada Querim(east Wing)","North Goa",15.71671,73.703732,,,
1,5,"Government Primary School School (madhalawada Querim(west Wing)","North Goa",15.71671,73.703732,,,
1,6,"Government Primary School Madhalawada Paliem (east Wing)","North Goa",15.715786,73.697613,,,
1,7,"Government Primary School Madhalawada Paliem (west Wing)","North Goa",15.715786,73.697613,,,
1,8,"Government Primary School Bhandarwada Paliem","North Goa",15.715458,73.698914,,,
1,9,"Our Lady Of Mount Carmel High School Madhalawada Arambol(north Wing)","North Goa",15.688129,73.71063,,,
1,10,"Our Lady Of Mount Carmel High School Madhalawada Arambol(south Wing)","North Goa",15.688129,73.71063,,,
1,11,"Pancha Croshi Sangeet Vidhyalaya,arambol","North Goa",15.690373,73.713661,,,
1,12,"Gramin Vachanalaya Arambol","North Goa",15.688387,73.712948,,,
1,13,"Government Primary School Parsekarwada Parsekarwada Arambol","North Goa",15.683328,73.718808,,,
1,14,"Government Primary School Deulwada Arambol","North Goa",15.68322,73.711819,,,
1,15,"Handloom Training Centre Girkarwada Arambol","North Goa",15.685156,73.70869,,,
1,16,"Government Primary School Sawantwada Mandrem","North Goa",15.686179,73.724043,,,
1,35,"Government Primary School Agarwada (east Wing)","North Goa",15.64494,73.761021,,,
1,36,"Government Primary School Agarwada (west Wing)","North Goa",15.64494,73.761021,,,
1,37,"Government Primary School Chonsai Parcem","North Goa",15.68246,73.788643,,,
1,38,"Government Primary School B D L Madhalawada, Parcem","North Goa",15.681056,73.787656,,,
1,39,"Goverment Primary School Chawdewada Parcem (east Wing)","North Goa",15.669445,73.78036,,,
1,40,"Government Primary School Chawdewada Parcem (west Wing)","North Goa",15.669941,73.780103,,,
1,41,"Government Primary School Vaidongar Parcem","North Goa",15.658453,73.777785,,,
1,42,"Government Primary School, Harmalkarwada Tuem","North Goa",15.672807,73.793787,,,
1,43,"Government Primary Middle School Gaonkarwada, Tuem","North Goa",15.666346,73.795632,,,
1,44,"Government Primary School Bandarwada Tuem","North Goa",15.658107,73.806388,,,
1,45,"Government Primary School Virnora(east Wing)","North Goa",15.690817,73.819605,,,
2,1,"Govt Govt Primary School, Manshiwada","North Goa",15.73113762,73.74663978,,,
2,2,"Govt Govt Primary School , Konadi","North Goa",15.729686,73.769036,,,
2,3,"Govt Govt Primary School, Deusu","North Goa",15.730084,73.75783,,,
2,4,"Govt Govt Primary School(east Wing), Deulwada","North Goa",15.729454,73.749526,,,
2,5,"Govt Govt Primary School(west Wing), Deulwada","North Goa",15.729495,73.749374,,,
2,6,"Govt Govt Primary School, Bhatwadi","North Goa",15.705886,73.757265,,,
2,7,"Govt Govt Primary School, Bhaidwada","North Goa",15.69907,73.756707,,,
2,27,"Government Primary & Middle School Varkhand, (west South)","North Goa",15.725592,73.837044,,,
2,28,"Government Primary & Middle School, Nagzar","North Goa",15.708117,73.853488,,,
2,29,"Govt Govt Primary School, Malpem ( South West )","North Goa",15.70568,73.761413,,,
2,30,"Govt Govt Primary School, Malpem (south East)","North Goa",15.703036,73.7621,,,
13,21,"Govt Govt Middle School, Gauchem Bhat, (north Wing 1)","North Goa",15.474692,73.843561,,,
13,22,"Provedoria Building (bsnl Exchange) Devornem, Merces Goa","North Goa",15.477753,73.84399,,,
13,23,"Office of the Superintendent Cum Probation Officer,(admn Room) (west Wing) Apna Ghar,merces Goa","North Goa",15.477127,73.865176,,,
13,24,"New Building Hall,(west Wing),apna Ghar,merces","North Goa",15.477127,73.865176,,,
13,25,"Govt Govt Primary School, Corte De Real, St St Cruz,(west Wing)","North Goa",15.4786771,73.8479188,,,
13,26,"Govt Govt Primary School, Corte De Real, St St Cruz, (east Wing)","North Goa",15.4786771,73.8479188,,,
13,27,"Anganwadi center under integrated Child development Service project,tiswadi, St St Cruz","North Goa",15.4786771,73.8479188,,,
11,27,"Goa College of Home Science, Campal","North Goa",15.4872904,73.8144343,"Urban area",7,
11,28,"P W D Work Division Iv, Tonca","North Goa",15.4797144,73.8179892,"Urban area",7,
11,29,"Directorate of Agriculture, Krishi Bhavan, Tonca","North Goa",15.481833,73.8177946,"Urban area",7,
11,30,"Dhempe college of Arts and Science, Ground Floor, Hall No 3, Miramar","North Goa",15.48011,73.813398,"Urban area",7,
2,31,"Govt Govt Primary School, Oxelbag","North Goa",15.68589,73.826273,,,
2,32,"Govt Govt Primary School, Arabo","North Goa",15.68089,73.823097,,,
2,33,"Govt Govt Primary School, Dhareshwar","North Goa",15.67618,73.831288,,,
2,34,"Govt Govt Primary School(south Wing), Deulwada","North Goa",15.729557,73.749369,,,
2,35,"Govt Govt Primary School Chinchulawada","North Goa",15.677172,73.837345,,,
2,36,"Government Primary & Middle School, Dadachiwadi","North Goa",15.675064,73.838762,,,
2,37,"Govt Govt Primary School, Gothanwada","North Goa",15.687171,73.88104,,,
2,38,"Government Primary School Madkaiwada Ozorim","North Goa",15.687708,73.874516,,,
2,39,"Govt Govt Primary And Middle School, Casarvarnem (east South)","North Goa",15.715512,73.880641,,,
3,1,"Govt Govt Primary & Middle School Advalpal Gaonkarwada (east Wing)","North Goa",15.638496,73.899447,,,
3,2,"Govt Govt Primary & Middle School Advalpal Gaonkarwada (west Wing)","North Goa",15.638496,73.899447,,,
3,3,"Govt Govt Primary School Near Mauli Temple (east Wing), Mencurem","North Goa",15.697714,73.897723,,,
17,39,"Govt Primary School ,navarwada Pale","North Goa",15.474669,74.069341,,,
17,40,"Govt Primary School ,ambeshiwada , Pale","North Goa",15.47044,74.0829,,,
17,41,"Govt Primary School ,talewada , Pale","North Goa",15.464098,74.057682,,,
17,42,"Govt Primary School, Ambegal, Pale","North Goa",15.474201,74.06046,,,
17,43,"Shri Navdurga High School,ambegal Pale","North Goa",15.473175,74.058247,,,
17,44,"Govt Primary School, Khajan, Surla","North Goa",15.457426,74.041127,,,
17,45,"Govt Primary School, Rumad, Surla","North Goa",15.450612,74.045212,,,
17,46,"Govt Primary School Bhamai Pale","North Goa",15.458147,74.045765,,,
18,47,"Government Primary School, Narayan Nagar (east Wing),","North Goa",15.550374,74.044582,,,
18,48,"Government Primary School, Narayan Nagar(west Wing),","North Goa",15.550371,74.044659,,,
18,49,"Government Primary School, Soliyem","North Goa",15.537254,74.044847,,,
18,50,"Government Primary School, Ovaliyem","North Goa",15.546392,74.085475,,,
21,14,"Operational,maintainance & Staff Training Center,divx(northwing),electricity Dept,haveli Curti Ponda","North Goa",15.411614,74.010791,,,
21,15,"Operational,maintainance & Staff Training Center,divx(west Wing), Electricity Dept, Haveli Curti Ponda","North Goa",15.411588,74.010859,,,
21,16,"Department Of Animal Husbandry and Vetenary Services, Key Village Scheme Curti Ponda Goa","North Goa",15.410735,74.014227,,,
21,17,"Government Primary School(north Wing), Nagzar Curti Ponda Goa","North Goa",15.4069,74.01199,,,
21,18,"Government Primary School(middle Wing), Nagzar Curti, Ponda Goa","North Goa",15.406911,74.012012,,,
21,19,"Government Primary School(south Wing), Nagzar Curti, Ponda Goa","North Goa",15.406916,74.011977,,,
21,20,"Government Primary School (north Wing), Mavel, Curti, Ponda Goa","North Goa",15.413967,74.025007,,,
21,21,"Government Primary School (south Wing), Mavel, Curti Ponda Goa","North Goa",15.410471,74.024227,,,
21,22,"St Mary High School, Silvanagar (north Wing) Ponda Goa","North Goa",15.402693,74.013743,,,
21,23,"St St Mary High School, Silvanagar(middle Wing) Ponda Goa","North Goa",15.402693,74.013743,,,
21,24,"St St Mary High School, Silvanagar(south Wing) Ponda Goa","North Goa",15.402693,74.013743,,,
3,4,"Govt Govt Primary School Near Mauli Temple (west Wing), Mencurem","North Goa",15.697714,73.897723,,,
3,5,"Govt Govt Primary School, Dhumacem","North Goa",15.689012,73.912896,,,
3,29,"Shree Shantadurga High School Bicholim (east Wing)","North Goa",15.598031,73.945148,,,
3,30,"Shree Shantadurga High School Bicholim (west Wing)","North Goa",15.59214,73.947705,,,
4,1,"Govt Govt Primary School, Khairat, Camurlim","North Goa",15.640242,73.80645,,,
4,2,"Govt Govt Primary School, Vagali, Camurlim","North Goa",15.637006,73.787771,,,
4,3,"Village Panchayt, Camurlim","North Goa",15.641624,73.806206,,,
4,4,"Office of Talathi, Camurlim","North Goa",15.641624,73.806206,,,
4,5,"Mahatma Jyotiba Phule High School, Mushir Wado, Colvale","North Goa",15.64124833,73.83157706,,,
4,6,"Govt Govt Primary School, Chicalim, Colvale, (west Wing)","North Goa",15.647983,73.829358,,,
4,7,"Govt Govt Primary School, Koniwado, Colvale","North Goa",15.64192637,73.83795588,,,
4,8,"Village Panchayat Building, Colvale","North Goa",15.6450335,73.83643908,,,
8,34,"Govt Govt Primary School Dando (north Wing) Candolim","North Goa",15.505715,73.770792,,,
10,37,"Govt Govt Primary School, Podwal(east Wing) Aldona","North Goa",15.596142,73.891865,,,
10,38,"Govt Govt Primary School, Podwal(west Wing) Aldona","North Goa",15.596142,73.891865,,,
10,39,"Govt Govt Primary School , Corjuem(east Wing)","North Goa",15.588159,73.880154,,,
10,40,"Govt Govt Primary School , Corjuem(west Wing)","North Goa",15.588159,73.880154,,,
10,41,"St Domnic Savio Sports Club, Calvim","North Goa",15.57074,73.886846,,,
12,36,"Office Of the Assistant Engineer I,wd Iii (phe),pwd (revenue Section),st Inez,panaji Goa","North Goa",15.469191,73.819707,,,
12,37,"Govt Govt Primary School ,(north Wing),vodlem Bhat,taleigao Goa","North Goa",15.472045,73.823734,,,
12,38,"Govt Govt Primary School ,(south Wing),vodlem Bhat,taleigao Goa","North Goa",15.47205,73.82374,,,
12,39,"Govt Govt Primary School (std Iv Class),kamrabhat, St Inez,tonca Inez,tonca Goa","North Goa",15.474361,73.810866,,,
