AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TOTVOTPOLL,POSITION,religion,certainty
295,Kamalganj,GEN,RAM VILAS,M,GEN,48,RTKP,1657,6,Hindu,29
295,Kamalganj,GEN,VEER BHAN,M,SC,36,IND,1281,7,Hindu,3
295,Kamalganj,GEN,MALIKHAN SINGH ADVOCATE,M,GEN,54,RLD,1098,8,Hindu,90
295,Kamalganj,GEN,MAHENDRA PAL SINGH,M,GEN,44,IND,880,9,Hindu,50
295,Kamalganj,GEN,VIJAY SINGH,M,GEN,48,IJP,610,10,Hindu,46
295,Kamalganj,GEN,SUDHIR KUMAR,M,SC,36,IND,598,11,Hindu,46
295,Kamalganj,GEN,TAHSEEN HUSSAIN,M,GEN,31,IND,583,12,Muslim,46
295,Kamalganj,GEN,SANTOSH KUMAR,M,GEN,50,IND,519,13,Hindu,46
295,Kamalganj,GEN,RAKESH KUMAR,M,SC,33,IND,483,14,Hindu,46
295,Kamalganj,GEN,SHEELA KATIYAR,F,GEN,50,IND,454,15,Hindu,20
295,Kamalganj,GEN,RAHUL,M,GEN,27,IND,339,16,Hindu,66
295,Kamalganj,GEN,SHEELA DEVI,F,GEN,37,BJSH,331,17,Hindu,8
295,Kamalganj,GEN,NARENDRA SINGH,M,GEN,39,IND,318,18,Hindu,46
295,Kamalganj,GEN,JAVED ANVAR,M,GEN,36,IND,291,19,Muslim,83
295,Kamalganj,GEN,SARWAR KHAN,M,GEN,57,IND,282,20,Muslim,4
295,Kamalganj,GEN,TASKEEN,M,GEN,27,IND,241,21,Unknown,0
295,Kamalganj,GEN,AMAR SINGH,M,ST,39,IND,238,22,Hindu,4
295,Kamalganj,GEN,JAMIRUDDIN,M,GEN,39,IND,223,23,Unknown,0
296,Farrukhabad,GEN,VIJAY SINGH,M,GEN,52,SP,46080,1,Hindu,46
296,Farrukhabad,GEN,MAJOR SUNIL DUTT DWIVEDI,M,SC,41,BJP,35514,2,Unknown,0
296,Farrukhabad,GEN,MANOJ AGARWAL,M,GEN,39,BSP,22904,3,Hindu,46
296,Farrukhabad,GEN,SANJEEV MISHRA (BOBBY),M,GEN,34,INC,5097,4,Hindu,83
296,Farrukhabad,GEN,MANOJ AGARWAL,M,GEN,36,IND,935,5,Hindu,46
296,Farrukhabad,GEN,SANJAY KUMAR,M,SC,33,IND,811,6,Hindu,46
296,Farrukhabad,GEN,BHUWANESH SHAKYA,M,GEN,33,RSMD,649,7,Hindu,16
296,Farrukhabad,GEN,SARBENDRA SINGH,M,GEN,43,JM,643,8,Hindu,16
296,Farrukhabad,GEN,RAM NIVAS SHAKYA,M,GEN,41,RLD,621,9,Hindu,8
296,Farrukhabad,GEN,LAXMICHANDRA,M,GEN,25,IND,609,10,Unknown,0
296,Farrukhabad,GEN,SUNIL KUMAR,M,GEN,44,IND,600,11,Hindu,9
296,Farrukhabad,GEN,AMIR SABRI,M,GEN,36,NLHP,480,12,Muslim,2
296,Farrukhabad,GEN,LAXMAN,M,GEN,49,IND,339,13,Hindu,66
296,Farrukhabad,GEN,ADVOCATE  SURESH ( ILAYACHI WALA),M,GEN,48,IND,251,14,Hindu,83
296,Farrukhabad,GEN,MANOJ  KUMAR,M,GEN,41,IND,175,15,Hindu,46
296,Farrukhabad,GEN,UMESH CHANDRA,M,GEN,48,IND,170,16,Hindu,5
297,Kaimganj,GEN,KULDIP SINGH GANGWAR,M,GEN,32,BSP,36978,1,Hindu,90
297,Kaimganj,GEN,LOUISE KHURSHEED,F,GEN,52,INC,27325,2,Muslim,14
297,Kaimganj,GEN,SUSHIL SHAKYA,M,GEN,55,BJP,23581,3,Hindu,46
297,Kaimganj,GEN,CHHOTE SINGH YADAV,M,GEN,67,SP,22312,4,Hindu,49
297,Kaimganj,GEN,RAJESH KUMAR,M,GEN,43,RTKP,7865,5,Hindu,46
297,Kaimganj,GEN,VIPIN BIHARI,M,GEN,39,IND,1961,6,Hindu,83
297,Kaimganj,GEN,ABHAI PRADIP,M,GEN,49,BJSH,1445,7,Unknown,0
297,Kaimganj,GEN,NAWAB SINGH,M,GEN,45,IND,1338,8,Hindu,16
297,Kaimganj,GEN,SATISH CHANDRA,M,GEN,25,RLD,910,9,Hindu,46
297,Kaimganj,GEN,RAM SINGH,M,SC,53,IND,695,10,Hindu,8
297,Kaimganj,GEN,VIJAY PAL SINGH,M,GEN,49,IND,690,11,Hindu,50
297,Kaimganj,GEN,DAYA SHANKER,M,GEN,44,IND,561,12,Unknown,0
297,Kaimganj,GEN,ANWAR JAMAL KHAN,M,GEN,46,IND,557,13,Muslim,21
297,Kaimganj,GEN,NEELAM,F,GEN,31,IJP,393,14,Hindu,66
297,Kaimganj,GEN,VIDYA PRAKASH KUREEL,M,SC,52,JM,265,15,Hindu,15
297,Kaimganj,GEN,ABID HUSAIN,M,GEN,46,NBNP,250,16,Muslim,46
298,Mohammdabad,GEN,NARENDRA SINGH,M,GEN,59,SP,48031,1,Hindu,46
298,Mohammdabad,GEN,NAGENDRA SINGH,M,GEN,50,BSP,44760,2,Hindu,9
298,Mohammdabad,GEN,RAM SEWAK SINGH,M,GEN,54,INC,15231,3,Hindu,8
298,Mohammdabad,GEN,SATYA PAL SINGH,M,GEN,46,BJP,6372,4,Hindu,21
298,Mohammdabad,GEN,KAUSHLENDRA YADAV,M,GEN,42,BSKP,2900,5,Hindu,16
298,Mohammdabad,GEN,SANJEEV KUMAR,M,GEN,26,IND,1795,6,Hindu,46
298,Mohammdabad,GEN,SHIV NARESH SINGH,M,GEN,41,IND,735,7,Hindu,29
298,Mohammdabad,GEN,YADU BIR SINGH,M,GEN,33,IND,401,8,Hindu,50
298,Mohammdabad,GEN,JABAR SINGH,M,SC,32,IND,228,9,Hindu,16
298,Mohammdabad,GEN,RAM SEWAK JATAV,M,SC,36,BJSH,220,10,Hindu,6
298,Mohammdabad,GEN,ARVIND SINGH,M,GEN,52,IND,214,11,Hindu,46
298,Mohammdabad,GEN,AVADESH KUMAR,M,GEN,44,IND,208,12,Hindu,16
298,Mohammdabad,GEN,URMILA,F,GEN,49,IND,165,13,Hindu,6
299,Manikpur,SC,DADDU PRASHAD,M,SC,35,BSP,44686,1,Unknown,0
299,Manikpur,SC,SATYA NARAYAN,M,SC,34,SP,38374,2,Hindu,32
299,Manikpur,SC,BHARTI CHOWDHARY,F,SC,33,INC,4630,3,Hindu,30
299,Manikpur,SC,MAHABIR,M,SC,64,AD,4418,4,Unknown,0
299,Manikpur,SC,NANKU PRASAD,M,SC,36,RLD,1688,5,Hindu,16
299,Manikpur,SC,BHORE LAL,M,SC,66,RSBP,1551,6,Hindu,16
300,Karwi,GEN,DINESH PRASHAD,M,GEN,47,BSP,50518,1,Hindu,83
300,Karwi,GEN,R. K. SINGH PATEL,M,GEN,48,SP,49162,2,Hindu,49
300,Karwi,GEN,DEV NARAYAN,M,GEN,33,BJP,6385,3,Hindu,62
300,Karwi,GEN,SHYAMLAL,M,SC,52,IND,2816,4,Unknown,0
300,Karwi,GEN,VIVEK,M,GEN,47,RLD,2002,5,Hindu,6
300,Karwi,GEN,SMT. RASHMI,F,GEN,42,INC,1845,6,Hindu,66
300,Karwi,GEN,RADHEY SHYAM SINGH,M,GEN,37,IND,1385,7,Hindu,50
300,Karwi,GEN,GAYA PRASAD,M,SC,46,JM,848,8,Hindu,16
300,Karwi,GEN,RAJESH KUMAR,M,GEN,36,IND,615,9,Hindu,46
300,Karwi,GEN,MEWALAL BERMA,M,GEN,59,ASP,580,10,Unknown,0
300,Karwi,GEN,DEVI DAYAL YADAV,M,GEN,49,UCPI,572,11,Hindu,17
300,Karwi,GEN,RAMESH KUMAR YADAV,M,GEN,27,IND,467,12,Hindu,21
301,Baberu,GEN,VISHAMBHAR SINGH YADAV,M,GEN,51,SP,32568,1,Hindu,49
301,Baberu,GEN,GAYA CHARAN DINAKAR,M,SC,46,BSP,32394,2,Hindu,32
301,Baberu,GEN,KRISHNA DEVI PATEL,F,GEN,45,AD,21623,3,Hindu,19
301,Baberu,GEN,SIYA DEVI,F,GEN,40,IND,5875,4,Hindu,13
301,Baberu,GEN,INDRAJEET YADAV,M,GEN,36,INC,5048,5,Hindu,5
301,Baberu,GEN,VIKRAM SINGH,M,GEN,25,RJD,2479,6,Hindu,46
301,Baberu,GEN,SANTOSH,F,GEN,30,IND,1659,7,Hindu,66
301,Baberu,GEN,MOTI LAL DIVAKAR,M,SC,54,IND,1563,8,Hindu,28
301,Baberu,GEN,BHOLA PRASAD KHENGAR AD.,M,GEN,32,RLD,1438,9,Hindu,83
301,Baberu,GEN,RAM CHANDRA 'SARAS',M,GEN,45,CPI,1119,10,Hindu,22
301,Baberu,GEN,RAJ BAHADUR,M,GEN,51,IND,1086,11,Unknown,0
301,Baberu,GEN,ANAND KUMAR,M,GEN,35,UCPI,899,12,Hindu,9
301,Baberu,GEN,KUBER SINGH,M,GEN,47,IND,844,13,Hindu,46
301,Baberu,GEN,KRISHNA MURARI SINGH,M,GEN,27,IND,772,14,Hindu,50
301,Baberu,GEN,JAY SINGH AD.,M,GEN,42,IND,590,15,Hindu,17
302,Tindwari,GEN,VISHAMBHAR PRASAD,M,GEN,41,SP,33725,1,Hindu,16
302,Tindwari,GEN,DAL JEET,M,GEN,36,JM,26512,2,Unknown,0
302,Tindwari,GEN,SHANKAR SINGH,M,GEN,43,BSP,26397,3,Hindu,46
302,Tindwari,GEN,BHAGWAT PRASAD,M,GEN,54,INC,8403,4,Hindu,16
302,Tindwari,GEN,VIJAY SINGH CHAUHAN,M,GEN,54,BJP,3979,5,Hindu,52
302,Tindwari,GEN,RAM SANEHI,M,GEN,53,IND,2081,6,Hindu,6
302,Tindwari,GEN,RAROOF ALLI,M,GEN,47,ASP,1245,7,Muslim,16
302,Tindwari,GEN,ACHCHHE LAL,M,GEN,50,SAP,1013,8,Hindu,16
302,Tindwari,GEN,SHIV VIJAY SINGH,M,GEN,40,RLD,949,9,Hindu,29
302,Tindwari,GEN,BALBEER,M,GEN,43,IND,831,10,Hindu,23
302,Tindwari,GEN,BANKELAL,M,GEN,31,IND,619,11,Unknown,0
302,Tindwari,GEN,GANGA RAM,M,GEN,27,IND,585,12,Hindu,14
302,Tindwari,GEN,BHAGWANDEEN,M,GEN,36,IJP,528,13,Unknown,0
302,Tindwari,GEN,JAY KARAN,M,SC,37,IND,502,14,Hindu,1
302,Tindwari,GEN,SURESH SINGH,M,GEN,37,LD,468,15,Hindu,46
303,Banda,GEN,VIVEK KUMAR SINGH,M,GEN,43,INC,34524,1,Hindu,24
303,Banda,GEN,BABULAL KUSHWAHA,M,GEN,66,BSP,34293,2,Hindu,46
303,Banda,GEN,SEERAJ DHWAJ SINGH,M,GEN,41,SP,27486,3,Hindu,16
303,Banda,GEN,RAJ KUMAR SHIVHARE,M,GEN,45,BJP,13769,4,Hindu,22
303,Banda,GEN,GYANENDRA SRIVASTAVA,M,GEN,46,IND,2700,5,Jain,33
303,Banda,GEN,MOHD. SAYEED MIRZA,M,GEN,44,IND,713,6,Muslim,4
303,Banda,GEN,SUSHEEL BABU,M,GEN,31,IND,637,7,Hindu,46
303,Banda,GEN,GIRJESH TIWARI,M,GEN,47,BJSH,615,8,Hindu,16
303,Banda,GEN,JAMEEL KHAN,M,GEN,61,ASP,570,9,Muslim,24
303,Banda,GEN,SHIV KUMAR,M,GEN,32,IND,517,10,Hindu,16
303,Banda,GEN,VIMAL KRISHAN SRIVASTAV,M,GEN,40,UCPI,456,11,Hindu,13
303,Banda,GEN,MOHD. VAFATI MANSURI,M,GEN,66,IND,398,12,Unknown,0
303,Banda,GEN,INDRA PAL,M,SC,34,IND,290,13,Hindu,9
303,Banda,GEN,ADITYA PRATAP,M,GEN,49,IND,274,14,Hindu,25
303,Banda,GEN,SMT. RAMKALI,F,GEN,36,IND,274,15,Unknown,0
303,Banda,GEN,KAMAL TIWARI,M,GEN,33,IND,252,16,Hindu,4
304,Naraini,GEN,PURUSHOTTAM NARESH,M,GEN,41,BSP,31694,1,Hindu,62
304,Naraini,GEN,PIYARIYA,F,GEN,48,RLD,27251,2,Unknown,0
304,Naraini,GEN,CAP. PRADYUMN NARESH AZAD,M,GEN,39,BJP,19999,3,Hindu,33
304,Naraini,GEN,BRIJ GOPAL KUSHWAHA,M,GEN,48,SP,16831,4,Hindu,50
304,Naraini,GEN,PANKAJ KUMAR,M,GEN,28,IND,3010,5,Hindu,46
304,Naraini,GEN,SAMPAT DEVI,F,GEN,35,IND,2819,6,Hindu,13
304,Naraini,GEN,MOHD. SHOYAB ALAM,M,GEN,38,INC,2783,7,Muslim,16
304,Naraini,GEN,YUSUF ALI,M,GEN,40,IND,2240,8,Muslim,46
304,Naraini,GEN,RAJA,M,GEN,33,IND,1099,9,Hindu,16
304,Naraini,GEN,KAILASH BABU,M,GEN,29,IND,928,10,Hindu,46
304,Naraini,GEN,RAMESHWAR PRASAD,M,GEN,42,RSMD,893,11,Hindu,46
304,Naraini,GEN,ASHOK KUMAR,M,GEN,57,NLHP,755,12,Hindu,46
304,Naraini,GEN,PRAMOD KUMAR,M,GEN,41,IND,589,13,Hindu,46
304,Naraini,GEN,RAJ KUMAR,M,GEN,43,JM,573,14,Hindu,5
304,Naraini,GEN,ALAKHRAM,M,SC,42,IND,414,15,Unknown,0
304,Naraini,GEN,JAGROOP,M,GEN,42,ASP,393,16,Unknown,0
305,Hamirpur,GEN,ASHOK KUMAR SINGH CHANDEL,M,GEN,47,SP,43672,1,Hindu,63
305,Hamirpur,GEN,SHIV CHARAN PRAJAPATI,M,GEN,51,BSP,36576,2,Hindu,17
305,Hamirpur,GEN,SADHVI NIRANJAN JYOTI,F,GEN,40,BJP,25164,3,Hindu,60
305,Hamirpur,GEN,YUGRAJ SINGH BHADORIA,M,GEN,42,INC,6902,4,Hindu,90
305,Hamirpur,GEN,LALLU PRASAD,M,SC,36,IND,1810,5,Hindu,16
305,Hamirpur,GEN,BABURAM NISHAD,M,GEN,34,BJSH,1803,6,Hindu,66
305,Hamirpur,GEN,OM PRAKASH,M,GEN,47,IND,1041,7,Unknown,0
305,Hamirpur,GEN,PRADEEP SINGH,M,GEN,34,NLHP,928,8,Hindu,22
305,Hamirpur,GEN,RAM PHAL,M,SC,36,IND,839,9,Hindu,6
305,Hamirpur,GEN,RAM NARAYAN,M,SC,39,IND,704,10,Hindu,29
305,Hamirpur,GEN,PREM PRAKASH,M,GEN,30,IND,611,11,Unknown,0
305,Hamirpur,GEN,RAGHUVEER,M,SC,42,IND,410,12,Hindu,66
305,Hamirpur,GEN,NARENDRA BRAHM SINGH,M,GEN,32,IND,371,13,Hindu,46
305,Hamirpur,GEN,JAGDISH,M,SC,35,IND,342,14,Hindu,66
306,Maudaha,GEN,BADSHAH SINGH,M,GEN,40,BSP,51752,1,Hindu,16
306,Maudaha,GEN,APNI CHIRAIYA PRAJAPATI,F,GEN,36,SP,34203,2,Hindu,16
306,Maudaha,GEN,SHIV KUMAR,M,GEN,43,BJP,16403,3,Hindu,16
306,Maudaha,GEN,RASIK LAL,M,GEN,52,IND,4104,4,Hindu,16
306,Maudaha,GEN,GYAN SINGH,M,GEN,48,IND,2981,5,Hindu,5
306,Maudaha,GEN,MOHAMMAD IDRIS,M,GEN,49,INC,2196,6,Muslim,46
306,Maudaha,GEN,SHIV KUMAR,M,GEN,45,IND,1005,7,Hindu,16
306,Maudaha,GEN,ARUN KUMAR,M,GEN,36,IND,825,8,Hindu,46
306,Maudaha,GEN,VIJAY,M,GEN,35,IND,456,9,Hindu,66
307,Rath,GEN,CHAUDARI DHOORAM LODHI,M,GEN,58,BSP,42601,1,Unknown,0
307,Rath,GEN,SHREE NIWAS BUDHAULIYA,M,GEN,50,SP,33420,2,Hindu,35
307,Rath,GEN,PREETAM SINGH,M,GEN,40,BJP,27942,3,Hindu,22
307,Rath,GEN,CHAUDHARI RAJENDRA SINGH,M,GEN,50,INC,4890,4,Hindu,4
307,Rath,GEN,HARI SHANKER,M,SC,54,IND,4068,5,Unknown,0
307,Rath,GEN,RAMPAL SINGH LODHI,M,GEN,38,NLHP,3342,6,Hindu,90
307,Rath,GEN,NATHURAM,M,GEN,51,IND,1075,7,Unknown,0
307,Rath,GEN,RAJENDRA SINGH,M,GEN,45,IND,820,8,Hindu,4
307,Rath,GEN,JAGESHWAR,M,SC,51,IND,499,9,Unknown,0
307,Rath,GEN,RAJENDRA,M,SC,28,IND,406,10,Unknown,0
307,Rath,GEN,BALADEEN,M,SC,44,IND,395,11,Unknown,0
307,Rath,GEN,DULICHAND,M,SC,30,IND,372,12,Unknown,0
307,Rath,GEN,PREM CHANDRA,M,GEN,33,IND,355,13,Hindu,5
308,Charkhari,SC,ANIL KUMAR AHIRWAR,M,SC,38,BSP,39330,1,Hindu,39
308,Charkhari,SC,AMBESH KUMARI,F,SC,31,SP,32386,2,Unknown,0
308,Charkhari,SC,CHHOTELAL,M,SC,64,BJP,23660,3,Unknown,0
308,Charkhari,SC,KAMLESH KUMAR,M,SC,27,INC,11543,4,Hindu,46
308,Charkhari,SC,ANIL KUMAR,M,SC,49,IND,2772,5,Hindu,22
308,Charkhari,SC,MUKESH,M,SC,26,IND,2664,6,Hindu,66
308,Charkhari,SC,PRAN VEER,M,SC,35,IND,937,7,Hindu,46
308,Charkhari,SC,KAMATA PRASAD,M,SC,31,RLD,830,8,Hindu,16
308,Charkhari,SC,OM PRAKASH,M,SC,33,IND,756,9,Unknown,0
308,Charkhari,SC,ASHOK KUMAR,M,SC,50,NLHP,738,10,Hindu,46
308,Charkhari,SC,KISHORI LAL,M,SC,69,IND,572,11,Hindu,46
308,Charkhari,SC,DAL CHAND,M,SC,40,ASP,550,12,Hindu,16
308,Charkhari,SC,ARUN KUMAR,M,SC,33,IND,467,13,Hindu,46
309,Mahoba,GEN,RAKESH KUMAR,M,GEN,53,BSP,32017,1,Hindu,46
309,Mahoba,GEN,GIRJA CHARAN,M,GEN,43,SP,27556,2,Hindu,13
309,Mahoba,GEN,SIDDHA GOPAL SAHU,M,GEN,41,NLHP,24478,3,Hindu,23
309,Mahoba,GEN,MANOJ,M,GEN,38,INC,20630,4,Hindu,66
309,Mahoba,GEN,PUSHPENDRA SINGH,M,GEN,31,BJP,16275,5,Hindu,16
309,Mahoba,GEN,DULICHANDRA,M,GEN,45,BJSH,13621,6,Unknown,0
309,Mahoba,GEN,SANJAY KUMAR,M,GEN,29,IND,2118,7,Hindu,46
309,Mahoba,GEN,MUKESH KUMAR,M,GEN,31,RLD,1261,8,Hindu,46
309,Mahoba,GEN,RAMDEVI,F,GEN,45,RSMD,1091,9,Unknown,0
309,Mahoba,GEN,SHIV GOPAL SINGH,M,GEN,45,IND,1037,10,Hindu,29
309,Mahoba,GEN,LALLU RAM,M,GEN,52,ASP,1000,11,Hindu,5
309,Mahoba,GEN,SARJU LAL,M,SC,54,IND,730,12,Hindu,16
309,Mahoba,GEN,NAND KISHOR,M,GEN,35,IND,728,13,Hindu,39
309,Mahoba,GEN,ASHUTOSH,M,GEN,31,IND,718,14,Hindu,66
309,Mahoba,GEN,LAXMI PRASAD,M,GEN,41,IND,642,15,Hindu,46
309,Mahoba,GEN,GIRDHARI LAL,M,SC,67,IND,529,16,Hindu,46
310,Mehroni,GEN,PT. RAM KUMAR TIWARI,M,GEN,53,BSP,71097,1,Hindu,20
310,Mehroni,GEN,POORAN SINGH BUNDELA,M,GEN,55,INC,46861,2,Hindu,23
310,Mehroni,GEN,VIKRAM SINGH,M,GEN,51,SP,30028,3,Hindu,46
310,Mehroni,GEN,DEVENDRA KUMAR SINGH,M,GEN,62,BJP,13465,4,Hindu,21
310,Mehroni,GEN,PRAMOD KUMAR,M,GEN,50,BJSH,9087,5,Hindu,46
310,Mehroni,GEN,BHAGWAT PRASAD,M,GEN,50,IND,3944,6,Hindu,16
310,Mehroni,GEN,PARMESHWARI DAS,M,GEN,37,IND,2449,7,Hindu,53
310,Mehroni,GEN,PAVAN KUMAR,M,GEN,48,IND,1961,8,Hindu,46
310,Mehroni,GEN,DHARMENDRA,M,GEN,29,IND,1631,9,Unknown,0
310,Mehroni,GEN,RAJ BAHADUR,M,GEN,49,IND,1591,10,Unknown,0
310,Mehroni,GEN,DARYAV SINGH,M,GEN,53,JM,1566,11,Hindu,16
310,Mehroni,GEN,HARGOVIND,M,SC,40,IND,1464,12,Unknown,0
310,Mehroni,GEN,PADAM SINGH,M,GEN,41,IND,1349,13,Hindu,46
310,Mehroni,GEN,MOHAMMAD AKHTAR,M,GEN,31,IND,1205,14,Muslim,46
310,Mehroni,GEN,BHARAT SINGH,M,GEN,37,IND,1119,15,Hindu,5
310,Mehroni,GEN,RAGHVENDRA SINGH,M,GEN,50,LSWP,1007,16,Hindu,16
310,Mehroni,GEN,RAJEEV KUMAR,M,GEN,27,IND,782,17,Hindu,46
310,Mehroni,GEN,SANTOSH KUMAR,M,GEN,45,IND,768,18,Hindu,46
310,Mehroni,GEN,VINOD KUMAR,M,GEN,27,IND,764,19,Hindu,46
310,Mehroni,GEN,SHALIGRAM,M,GEN,48,IND,748,20,Hindu,66
310,Mehroni,GEN,CHANDRA BHAN,M,GEN,38,IND,736,21,Hindu,46
310,Mehroni,GEN,UDAL SINGH,M,GEN,37,IND,617,22,Hindu,16
310,Mehroni,GEN,KUNJI LAL,M,SC,42,IND,587,23,Hindu,16
310,Mehroni,GEN,AJAY KUMAR,M,GEN,25,IND,550,24,Hindu,46
310,Mehroni,GEN,RAMCHARAN,M,SC,44,IND,452,25,Unknown,0
311,Lalitpur,GEN,ENGINEER NATHU RAM KUSHWAHA,M,GEN,58,BSP,78010,1,Hindu,8
311,Lalitpur,GEN,VIRENDRA SINGH BUNDELA (BHAGAT RAJA),M,GEN,56,SP,58200,2,Hindu,68
311,Lalitpur,GEN,ARVIND KUMAR JAIN (GAUNA VALE),M,GEN,73,BJP,15028,3,Hindu,21
311,Lalitpur,GEN,JAGDISH SINGH LODHI,M,GEN,42,BJSH,10790,4,Hindu,68
311,Lalitpur,GEN,RAJESH KHAIRA,M,GEN,51,INC,4741,5,Hindu,53
311,Lalitpur,GEN,SURESH KUMAR,M,GEN,32,IND,3986,6,Hindu,46
311,Lalitpur,GEN,SUSHIL KUMAR,M,GEN,41,IND,3403,7,Hindu,46
311,Lalitpur,GEN,MAN SINGH,M,GEN,43,RLD,1918,8,Hindu,6
311,Lalitpur,GEN,CHAMPA DEVI,F,SC,42,IND,1541,9,Hindu,2
311,Lalitpur,GEN,SANJEEV,M,SC,28,IND,1365,10,Hindu,66
311,Lalitpur,GEN,BRIJESH KUMAR,M,GEN,33,IND,1068,11,Hindu,5
311,Lalitpur,GEN,SHYAM LAL,M,SC,49,IND,820,12,Hindu,46
311,Lalitpur,GEN,CHAMAN LAL BABRA,M,SC,72,IND,808,13,Hindu,2
311,Lalitpur,GEN,PRAVENDRA PRATAP,M,GEN,34,IND,734,14,Hindu,16
311,Lalitpur,GEN,OM PRAKASH,M,SC,32,IND,652,15,Unknown,0
311,Lalitpur,GEN,PURUSHOTTAM PARIHAR ALIAS PARSOO,M,GEN,38,IND,558,16,Hindu,83
312,Jhansi,GEN,PRADEEP JAIN ADITYA,M,GEN,44,INC,65552,1,Hindu,25
312,Jhansi,GEN,RAMESH KUMAR SHARMA,M,GEN,56,BSP,31776,2,Hindu,21
312,Jhansi,GEN,SAROJ AGNIHOTRI,F,GEN,55,BJP,17496,3,Hindu,83
312,Jhansi,GEN,HARGOVIND KUSHWAHA ADVOCATE,M,GEN,56,SP,6888,4,Unknown,0
312,Jhansi,GEN,RAM SWAROOP SAHU,M,GEN,49,IND,1208,5,Hindu,20
312,Jhansi,GEN,SHYAM KUMAR URF SHYAMAL PANDIT,M,GEN,39,IND,1128,6,Hindu,52
312,Jhansi,GEN,BEERU ALIAS BALBEER  PRAJAPATI,M,GEN,36,BJSH,818,7,Hindu,22
312,Jhansi,GEN,LAKSHMAN PRASAD SHARMA ADVOCATE,M,GEN,46,IND,436,8,Hindu,66
312,Jhansi,GEN,PRAKASH CHANDRA,M,GEN,46,IND,317,9,Hindu,5
312,Jhansi,GEN,SAUVEER SINGH YADAV,M,GEN,45,LJP,308,10,Hindu,49
312,Jhansi,GEN,LALLU RAM,M,SC,50,IND,273,11,Hindu,5
312,Jhansi,GEN,MEHMOOD KHAN,M,GEN,30,IND,150,12,Muslim,46
312,Jhansi,GEN,RAJENDRA,M,SC,30,IND,150,13,Unknown,0
312,Jhansi,GEN,ZAKIR HUSSAIN,M,GEN,40,IND,136,14,Muslim,46
312,Jhansi,GEN,KISHORE KUMAR,M,SC,36,IND,99,15,Hindu,46
313,Babina,SC,RATAN LAL AHIRWAR,M,SC,58,BSP,62771,1,Hindu,11
313,Babina,SC,SHATISH JATARIYA,M,SC,45,SP,33973,2,Unknown,0
313,Babina,SC,JAI PAL SINGH,M,SC,58,BJP,20931,3,Hindu,15
313,Babina,SC,HARBANS LAL,M,SC,51,INC,10109,4,Hindu,16
313,Babina,SC,MAHESH KUMAR AHIRWAR (BABLU RICHARIYA),M,SC,38,BJSH,5587,5,Hindu,66
313,Babina,SC,VIJAY PRATAP SINGH,M,SC,29,IND,3074,6,Hindu,29
313,Babina,SC,RADHEY SHYAM AHIRWAR URF BORALE,M,SC,38,RLD,1523,7,Hindu,66
313,Babina,SC,MOOL CHANDAR,M,SC,35,IND,1292,8,Hindu,66
313,Babina,SC,JITENDRA KUMAR,M,SC,28,IND,675,9,Hindu,46
313,Babina,SC,GOVIND DAS,M,SC,34,IND,622,10,Hindu,53
314,Mauranipur,SC,BHAGWATI PRASAD SAGAR,M,SC,57,BSP,46330,1,Hindu,19
314,Mauranipur,SC,BIHARI LAL ARYA,M,SC,46,INC,35584,2,Hindu,9
314,Mauranipur,SC,PRAGI LAL AHIRWAR,M,SC,62,BJP,32969,3,Hindu,7
314,Mauranipur,SC,HARISH CHANDRA ARYA,M,SC,34,SP,31412,4,Hindu,29
315,Garoutha,GEN,DEEP NARAYAN SINGH,M,GEN,37,SP,57981,1,Hindu,15
315,Garoutha,GEN,RANJEET SINGH JUDEO,M,GEN,64,INC,45360,2,Hindu,68
315,Garoutha,GEN,UMA SHANKAR SINGH  URF UMA JAKHOLI,M,GEN,47,BSP,27780,3,Hindu,61
315,Garoutha,GEN,REKHA PATEL,F,GEN,51,AD,3344,4,Hindu,46
315,Garoutha,GEN,SHRI PRAKASH,M,GEN,53,IND,2590,5,Hindu,12
315,Garoutha,GEN,BRAJESH KUMAR,M,GEN,45,IND,1369,6,Hindu,46
315,Garoutha,GEN,SUKHDEV SINGH,M,GEN,37,IND,1025,7,Hindu,5
315,Garoutha,GEN,SHIVA RAM SINGH,M,GEN,42,IND,881,8,Hindu,12
316,Konch,SC,AJAY SINGH,M,SC,34,BSP,33772,1,Hindu,46
316,Konch,SC,GAURI SHANKAR,M,SC,44,BJP,31820,2,Hindu,62
316,Konch,SC,DAYA SHANKAR VERMA,M,SC,56,SP,26349,3,Hindu,17
316,Konch,SC,CHAUDHARY JAGJIVAN RAM AMITA,M,SC,47,INC,5113,4,Hindu,29
316,Konch,SC,GAURI SHANKAR,M,SC,55,RJD,1819,5,Hindu,62
316,Konch,SC,SUNIL KUMAR VERMA,M,SC,29,IND,1578,6,Hindu,22
316,Konch,SC,MANORAMA,F,SC,35,BKD,630,7,Hindu,66
316,Konch,SC,SHYAM KISHOR,M,SC,26,IND,550,8,Hindu,62
316,Konch,SC,SANTOSH,M,SC,36,IND,530,9,Hindu,66
316,Konch,SC,DEVI DEEN,M,SC,62,IND,440,10,Unknown,0
316,Konch,SC,BAL KRISHNA VERMA,M,SC,34,IND,255,11,Hindu,46
