id,pc_id_14,candidate_rashtriyajanwadiparty_krantikari_name_14,candidate_rashtriyajanwadiparty_krantikari_religion_14,candidate_rashtriyajanwadiparty_krantikari_religion_certainty_14,candidate_manavadhikarjanshaktiparty_name_14,candidate_manavadhikarjanshaktiparty_religion_14,candidate_manavadhikarjanshaktiparty_religion_certainty_14,candidate_bharatiyajankrantidal_democratic_name_14,candidate_bharatiyajankrantidal_democratic_religion_14,candidate_bharatiyajankrantidal_democratic_religion_certainty_14,candidate_communistpartyofindia_name_14,candidate_communistpartyofindia_religion_14,candidate_communistpartyofindia_religion_certainty_14,candidate_bsp_name_14,candidate_bsp_religion_14,candidate_bsp_religion_certainty_14,candidate_nationalloktantrikparty_name_14,candidate_nationalloktantrikparty_religion_14,candidate_nationalloktantrikparty_religion_certainty_14,candidate_al_hindparty_name_14,candidate_al_hindparty_religion_14,candidate_al_hindparty_religion_certainty_14,candidate_indianoceanicparty_name_14,candidate_indianoceanicparty_religion_14,candidate_indianoceanicparty_religion_certainty_14,candidate_lokpriyasamajparty_name_14,candidate_lokpriyasamajparty_religion_14,candidate_lokpriyasamajparty_religion_certainty_14,candidate_ld_name_14,candidate_ld_religion_14,candidate_ld_religion_certainty_14,candidate_sarvasamajkalyanparty_name_14,candidate_sarvasamajkalyanparty_religion_14,candidate_sarvasamajkalyanparty_religion_certainty_14,candidate_apnadalunitedparty_name_14,candidate_apnadalunitedparty_religion_14,candidate_apnadalunitedparty_religion_certainty_14,candidate_jaihindsamajparty_name_14,candidate_jaihindsamajparty_religion_14,candidate_jaihindsamajparty_religion_certainty_14,candidate_allindiapeoplesfront_radical_name_14,candidate_allindiapeoplesfront_radical_religion_14,candidate_allindiapeoplesfront_radical_religion_certainty_14,candidate_rashtriyasarvajanparty_name_14,candidate_rashtriyasarvajanparty_religion_14,candidate_rashtriyasarvajanparty_religion_certainty_14,candidate_sanatansanskritirakshadal_name_14,candidate_sanatansanskritirakshadal_religion_14,candidate_sanatansanskritirakshadal_religion_certainty_14,candidate_indiansavarnsamajparty_name_14,candidate_indiansavarnsamajparty_religion_14,candidate_indiansavarnsamajparty_religion_certainty_14,candidate_bahujanmuktiparty_name_14,candidate_bahujanmuktiparty_religion_14,candidate_bahujanmuktiparty_religion_certainty_14,candidate_sp_name_14,candidate_sp_religion_14,candidate_sp_religion_certainty_14,candidate_rashtrawadisamajparty_name_14,candidate_rashtrawadisamajparty_religion_14,candidate_rashtrawadisamajparty_religion_certainty_14,candidate_communistpartyofindia_marxist_leninist_liberation_name_14,candidate_communistpartyofindia_marxist_leninist_liberation_religion_14,candidate_communistpartyofindia_marxist_leninist_liberation_religion_certainty_14,candidate_adarshmanavtawadiparty_name_14,candidate_adarshmanavtawadiparty_religion_14,candidate_adarshmanavtawadiparty_religion_certainty_14,candidate_jawankisanmorcha_name_14,candidate_jawankisanmorcha_religion_14,candidate_jawankisanmorcha_religion_certainty_14,candidate_jaimahabharathparty_name_14,candidate_jaimahabharathparty_religion_14,candidate_jaimahabharathparty_religion_certainty_14,candidate_rashtriyacongress_jparty_name_14,candidate_rashtriyacongress_jparty_religion_14,candidate_rashtriyacongress_jparty_religion_certainty_14,candidate_indiannationalleague_name_14,candidate_indiannationalleague_religion_14,candidate_indiannationalleague_religion_certainty_14,candidate_jantarajparty_name_14,candidate_jantarajparty_religion_14,candidate_jantarajparty_religion_certainty_14,candidate_ambedkarnationalcongress_name_14,candidate_ambedkarnationalcongress_religion_14,candidate_ambedkarnationalcongress_religion_certainty_14,candidate_rashtriyavikasmanchparty_name_14,candidate_rashtriyavikasmanchparty_religion_14,candidate_rashtriyavikasmanchparty_religion_certainty_14,candidate_parivartansamajparty_name_14,candidate_parivartansamajparty_religion_14,candidate_parivartansamajparty_religion_certainty_14,candidate_labourpartyofindia_vvprasad_name_14,candidate_labourpartyofindia_vvprasad_religion_14,candidate_labourpartyofindia_vvprasad_religion_certainty_14,candidate_rashtriyanaujawandal_name_14,candidate_rashtriyanaujawandal_religion_14,candidate_rashtriyanaujawandal_religion_certainty_14,candidate_samajwadisamajparty_name_14,candidate_samajwadisamajparty_religion_14,candidate_samajwadisamajparty_religion_certainty_14,candidate_bharatiyanavkrantiparty_name_14,candidate_bharatiyanavkrantiparty_religion_14,candidate_bharatiyanavkrantiparty_religion_certainty_14,candidate_akhilbharathindumahasabha_name_14,candidate_akhilbharathindumahasabha_religion_14,candidate_akhilbharathindumahasabha_religion_certainty_14,candidate_shoshitsamajdal_name_14,candidate_shoshitsamajdal_religion_14,candidate_shoshitsamajdal_religion_certainty_14,candidate_shoshitsandeshparty_name_14,candidate_shoshitsandeshparty_religion_14,candidate_shoshitsandeshparty_religion_certainty_14,candidate_adarshrashtriyavikasparty_name_14,candidate_adarshrashtriyavikasparty_religion_14,candidate_adarshrashtriyavikasparty_religion_certainty_14,candidate_indianunionmuslimleague_name_14,candidate_indianunionmuslimleague_religion_14,candidate_indianunionmuslimleague_religion_certainty_14,candidate_navbharatnirmanparty_name_14,candidate_navbharatnirmanparty_religion_14,candidate_navbharatnirmanparty_religion_certainty_14,candidate_parchampartyofindia_name_14,candidate_parchampartyofindia_religion_14,candidate_parchampartyofindia_religion_certainty_14,candidate_rashtriyamanavsammanparty_name_14,candidate_rashtriyamanavsammanparty_religion_14,candidate_rashtriyamanavsammanparty_religion_certainty_14,candidate_nationalparty_name_14,candidate_nationalparty_religion_14,candidate_nationalparty_religion_certainty_14,candidate_ss_name_14,candidate_ss_religion_14,candidate_ss_religion_certainty_14,candidate_allindiaminoritiesfront_name_14,candidate_allindiaminoritiesfront_religion_14,candidate_allindiaminoritiesfront_religion_certainty_14,candidate_socialistparty_india_name_14,candidate_socialistparty_india_religion_14,candidate_socialistparty_india_religion_certainty_14,candidate_manavtawadisamajparty_name_14,candidate_manavtawadisamajparty_religion_14,candidate_manavtawadisamajparty_religion_certainty_14,candidate_suheldevbharatiyasamajparty_name_14,candidate_suheldevbharatiyasamajparty_religion_14,candidate_suheldevbharatiyasamajparty_religion_certainty_14,candidate_mahilaswabhimanparty_name_14,candidate_mahilaswabhimanparty_religion_14,candidate_mahilaswabhimanparty_religion_certainty_14,candidate_mahandal_name_14,candidate_mahandal_religion_14,candidate_mahandal_religion_certainty_14,candidate_bharatiyakisanparivartanparty_name_14,candidate_bharatiyakisanparivartanparty_religion_14,candidate_bharatiyakisanparivartanparty_religion_certainty_14,candidate_ex_sainikkissanparty_name_14,candidate_ex_sainikkissanparty_religion_14,candidate_ex_sainikkissanparty_religion_certainty_14,candidate_dharamnirpekshdal_name_14,candidate_dharamnirpekshdal_religion_14,candidate_dharamnirpekshdal_religion_certainty_14,candidate_rashtriyaparivartandal_name_14,candidate_rashtriyaparivartandal_religion_14,candidate_rashtriyaparivartandal_religion_certainty_14,candidate_bhartiyasarvjanparty_name_14,candidate_bhartiyasarvjanparty_religion_14,candidate_bhartiyasarvjanparty_religion_certainty_14,candidate_socialistunitycentreofindia_communist_name_14,candidate_socialistunitycentreofindia_communist_religion_14,candidate_socialistunitycentreofindia_communist_religion_certainty_14,candidate_akhilbharatiyaashoksena_name_14,candidate_akhilbharatiyaashoksena_religion_14,candidate_akhilbharatiyaashoksena_religion_certainty_14,candidate_rashtriyaahinsamanch_name_14,candidate_rashtriyaahinsamanch_religion_14,candidate_rashtriyaahinsamanch_religion_certainty_14,candidate_akhilrashtrawadiparty_name_14,candidate_akhilrashtrawadiparty_religion_14,candidate_akhilrashtrawadiparty_religion_certainty_14,candidate_rashtriyajanpriyaparty_name_14,candidate_rashtriyajanpriyaparty_religion_14,candidate_rashtriyajanpriyaparty_religion_certainty_14,candidate_bharatiyarashtriyabahujansamajvikasparty_name_14,candidate_bharatiyarashtriyabahujansamajvikasparty_religion_14,candidate_bharatiyarashtriyabahujansamajvikasparty_religion_certainty_14,candidate_nayadaurparty_name_14,candidate_nayadaurparty_religion_14,candidate_nayadaurparty_religion_certainty_14,candidate_adarshsamajparty_name_14,candidate_adarshsamajparty_religion_14,candidate_adarshsamajparty_religion_certainty_14,candidate_brajvikasparty_name_14,candidate_brajvikasparty_religion_14,candidate_brajvikasparty_religion_certainty_14,candidate_vanchitsamajinsaafparty_name_14,candidate_vanchitsamajinsaafparty_religion_14,candidate_vanchitsamajinsaafparty_religion_certainty_14,candidate_nagrikektaparty_name_14,candidate_nagrikektaparty_religion_14,candidate_nagrikektaparty_religion_certainty_14,candidate_rashtriyasamantadal_name_14,candidate_rashtriyasamantadal_religion_14,candidate_rashtriyasamantadal_religion_certainty_14,candidate_rashtriyasawarndal_name_14,candidate_rashtriyasawarndal_religion_14,candidate_rashtriyasawarndal_religion_certainty_14,candidate_noneoftheabove_name_14,candidate_noneoftheabove_religion_14,candidate_noneoftheabove_religion_certainty_14,candidate_aamjanataparty_name_14,candidate_aamjanataparty_religion_14,candidate_aamjanataparty_religion_certainty_14,candidate_bharatiyakisansenaloktantrik_name_14,candidate_bharatiyakisansenaloktantrik_religion_14,candidate_bharatiyakisansenaloktantrik_religion_certainty_14,candidate_gondvanagantantraparty_name_14,candidate_gondvanagantantraparty_religion_14,candidate_gondvanagantantraparty_religion_certainty_14,candidate_newallindiacongressparty_name_14,candidate_newallindiacongressparty_religion_14,candidate_newallindiacongressparty_religion_certainty_14,candidate_moderateparty_name_14,candidate_moderateparty_religion_14,candidate_moderateparty_religion_certainty_14,candidate_janatadal_united_name_14,candidate_janatadal_united_religion_14,candidate_janatadal_united_religion_certainty_14,candidate_janvadiparty_socialist_name_14,candidate_janvadiparty_socialist_religion_14,candidate_janvadiparty_socialist_religion_certainty_14,candidate_allindiaforwardbloc_name_14,candidate_allindiaforwardbloc_religion_14,candidate_allindiaforwardbloc_religion_certainty_14,candidate_akhilbharatiyamuslimleague_secular_name_14,candidate_akhilbharatiyamuslimleague_secular_religion_14,candidate_akhilbharatiyamuslimleague_secular_religion_certainty_14,candidate_qaumiektadal_name_14,candidate_qaumiektadal_religion_14,candidate_qaumiektadal_religion_certainty_14,candidate_akhilbharatiyasamajwadicongress_name_14,candidate_akhilbharatiyasamajwadicongress_religion_14,candidate_akhilbharatiyasamajwadicongress_religion_certainty_14,candidate_rashtriyacongress_babujagjivanram_name_14,candidate_rashtriyacongress_babujagjivanram_religion_14,candidate_rashtriyacongress_babujagjivanram_religion_certainty_14,candidate_navbharatdemocraticparty_name_14,candidate_navbharatdemocraticparty_religion_14,candidate_navbharatdemocraticparty_religion_certainty_14,candidate_janrakshaparty_name_14,candidate_janrakshaparty_religion_14,candidate_janrakshaparty_religion_certainty_14,candidate_mostbackwardclassesofindia_name_14,candidate_mostbackwardclassesofindia_religion_14,candidate_mostbackwardclassesofindia_religion_certainty_14,candidate_bhartiyanaujawaninklavparty_name_14,candidate_bhartiyanaujawaninklavparty_religion_14,candidate_bhartiyanaujawaninklavparty_religion_certainty_14,candidate_kalyankarijantantrikparty_name_14,candidate_kalyankarijantantrikparty_religion_14,candidate_kalyankarijantantrikparty_religion_certainty_14,candidate_rashtriyajantaparty_name_14,candidate_rashtriyajantaparty_religion_14,candidate_rashtriyajantaparty_religion_certainty_14,candidate_uttarpradeshrepublicanparty_name_14,candidate_uttarpradeshrepublicanparty_religion_14,candidate_uttarpradeshrepublicanparty_religion_certainty_14,candidate_samtawadirepublicanparty_name_14,candidate_samtawadirepublicanparty_religion_14,candidate_samtawadirepublicanparty_religion_certainty_14,candidate_sarvshreshthdal_name_14,candidate_sarvshreshthdal_religion_14,candidate_sarvshreshthdal_religion_certainty_14,candidate_eklavyasamajparty_name_14,candidate_eklavyasamajparty_religion_14,candidate_eklavyasamajparty_religion_certainty_14,candidate_rashtriyavikasparty_name_14,candidate_rashtriyavikasparty_religion_14,candidate_rashtriyavikasparty_religion_certainty_14,candidate_allindiaravidassamataparty_name_14,candidate_allindiaravidassamataparty_religion_14,candidate_allindiaravidassamataparty_religion_certainty_14,candidate_asankhyasamajparty_name_14,candidate_asankhyasamajparty_religion_14,candidate_asankhyasamajparty_religion_certainty_14,candidate_nationalyouthparty_name_14,candidate_nationalyouthparty_religion_14,candidate_nationalyouthparty_religion_certainty_14,candidate_ambedkarsamajparty_name_14,candidate_ambedkarsamajparty_religion_14,candidate_ambedkarsamajparty_religion_certainty_14,candidate_rashtriyajanmorcha_name_14,candidate_rashtriyajanmorcha_religion_14,candidate_rashtriyajanmorcha_religion_certainty_14,candidate_bhartiyakrishakdal_name_14,candidate_bhartiyakrishakdal_religion_14,candidate_bhartiyakrishakdal_religion_certainty_14,candidate_pragatisheelmanavsamajparty_name_14,candidate_pragatisheelmanavsamajparty_religion_14,candidate_pragatisheelmanavsamajparty_religion_certainty_14,candidate_rashtriyajanshantiparty_name_14,candidate_rashtriyajanshantiparty_religion_14,candidate_rashtriyajanshantiparty_religion_certainty_14,candidate_rashtriyasamajpaksha_name_14,candidate_rashtriyasamajpaksha_religion_14,candidate_rashtriyasamajpaksha_religion_certainty_14,candidate_apnadeshparty_name_14,candidate_apnadeshparty_religion_14,candidate_apnadeshparty_religion_certainty_14,candidate_bundelkhandcongress_name_14,candidate_bundelkhandcongress_religion_14,candidate_bundelkhandcongress_religion_certainty_14,candidate_sanyuktsamajwadidal_name_14,candidate_sanyuktsamajwadidal_religion_14,candidate_sanyuktsamajwadidal_religion_certainty_14,candidate_jansevakparty_name_14,candidate_jansevakparty_religion_14,candidate_jansevakparty_religion_certainty_14,candidate_awamisamtaparty_name_14,candidate_awamisamtaparty_religion_14,candidate_awamisamtaparty_religion_certainty_14,candidate_communistpartyofindia_marxist_leninistredstar_name_14,candidate_communistpartyofindia_marxist_leninistredstar_religion_14,candidate_communistpartyofindia_marxist_leninistredstar_religion_certainty_14,candidate_rashtriyaambedkardal_name_14,candidate_rashtriyaambedkardal_religion_14,candidate_rashtriyaambedkardal_religion_certainty_14,candidate_indianbahujansamajwadiparty_name_14,candidate_indianbahujansamajwadiparty_religion_14,candidate_indianbahujansamajwadiparty_religion_certainty_14,candidate_bhartiyasamajikkrantidal_name_14,candidate_bhartiyasamajikkrantidal_religion_14,candidate_bhartiyasamajikkrantidal_religion_certainty_14,candidate_bahujankrantiparty_marxwad_ambedkarwad_name_14,candidate_bahujankrantiparty_marxwad_ambedkarwad_religion_14,candidate_bahujankrantiparty_marxwad_ambedkarwad_religion_certainty_14,candidate_bhartiyavanchitsamajparty_name_14,candidate_bhartiyavanchitsamajparty_religion_14,candidate_bhartiyavanchitsamajparty_religion_certainty_14,candidate_jantantraparty_name_14,candidate_jantantraparty_religion_14,candidate_jantantraparty_religion_certainty_14,candidate_bharatiyamominfront_name_14,candidate_bharatiyamominfront_religion_14,candidate_bharatiyamominfront_religion_certainty_14,candidate_rashtriyarashtrawadiparty_name_14,candidate_rashtriyarashtrawadiparty_religion_14,candidate_rashtriyarashtrawadiparty_religion_certainty_14,candidate_rashtravadijanataparty_name_14,candidate_rashtravadijanataparty_religion_14,candidate_rashtravadijanataparty_religion_certainty_14,candidate_rastriyainsaafparty_name_14,candidate_rastriyainsaafparty_religion_14,candidate_rastriyainsaafparty_religion_certainty_14,candidate_rashtriyaulamacouncil_name_14,candidate_rashtriyaulamacouncil_religion_14,candidate_rashtriyaulamacouncil_religion_certainty_14,candidate_janraajyaparty_name_14,candidate_janraajyaparty_religion_14,candidate_janraajyaparty_religion_certainty_14,candidate_aamaadmiparty_name_14,candidate_aamaadmiparty_religion_14,candidate_aamaadmiparty_religion_certainty_14,candidate_peaceparty_name_14,candidate_peaceparty_religion_14,candidate_peaceparty_religion_certainty_14,candidate_bharatiyasamajdal_name_14,candidate_bharatiyasamajdal_religion_14,candidate_bharatiyasamajdal_religion_certainty_14,candidate_communistpartyofindia_marxist_name_14,candidate_communistpartyofindia_marxist_religion_14,candidate_communistpartyofindia_marxist_religion_certainty_14,candidate_ad_name_14,candidate_ad_religion_14,candidate_ad_religion_certainty_14,candidate_deshbhaktnirmanparty_name_14,candidate_deshbhaktnirmanparty_religion_14,candidate_deshbhaktnirmanparty_religion_certainty_14,candidate_rashtriyabandhutwaparty_name_14,candidate_rashtriyabandhutwaparty_religion_14,candidate_rashtriyabandhutwaparty_religion_certainty_14,candidate_kisanmajdoorberojgarsangh_name_14,candidate_kisanmajdoorberojgarsangh_religion_14,candidate_kisanmajdoorberojgarsangh_religion_certainty_14,candidate_rashtriyaviklangparty_name_14,candidate_rashtriyaviklangparty_religion_14,candidate_rashtriyaviklangparty_religion_certainty_14,candidate_naitikparty_name_14,candidate_naitikparty_religion_14,candidate_naitikparty_religion_certainty_14,candidate_gareebaadmiparty_name_14,candidate_gareebaadmiparty_religion_14,candidate_gareebaadmiparty_religion_certainty_14,candidate_independent_name_14,candidate_independent_religion_14,candidate_independent_religion_certainty_14,candidate_rashtriyashoshitsamajparty_name_14,candidate_rashtriyashoshitsamajparty_religion_14,candidate_rashtriyashoshitsamajparty_religion_certainty_14,candidate_bharatiyasarvodayakrantiparty_name_14,candidate_bharatiyasarvodayakrantiparty_religion_14,candidate_bharatiyasarvodayakrantiparty_religion_certainty_14,candidate_indianpeaceparty_name_14,candidate_indianpeaceparty_religion_14,candidate_indianpeaceparty_religion_certainty_14,candidate_pragatisheelsamajparty_name_14,candidate_pragatisheelsamajparty_religion_14,candidate_pragatisheelsamajparty_religion_certainty_14,candidate_allindiatrinamoolcongress_name_14,candidate_allindiatrinamoolcongress_religion_14,candidate_allindiatrinamoolcongress_religion_certainty_14,candidate_rashtriyakrantikarisamajwadiparty_name_14,candidate_rashtriyakrantikarisamajwadiparty_religion_14,candidate_rashtriyakrantikarisamajwadiparty_religion_certainty_14,candidate_akhilbharatiyarajaryasabha_name_14,candidate_akhilbharatiyarajaryasabha_religion_14,candidate_akhilbharatiyarajaryasabha_religion_certainty_14,candidate_vanchitjamatparty_name_14,candidate_vanchitjamatparty_religion_14,candidate_vanchitjamatparty_religion_certainty_14,candidate_republicanpartyofindia_a_name_14,candidate_republicanpartyofindia_a_religion_14,candidate_republicanpartyofindia_a_religion_certainty_14,candidate_majdoorkisanunionparty_name_14,candidate_majdoorkisanunionparty_religion_14,candidate_majdoorkisanunionparty_religion_certainty_14,candidate_rashtriyagaribdal_name_14,candidate_rashtriyagaribdal_religion_14,candidate_rashtriyagaribdal_religion_certainty_14,candidate_moolniwasisamajparty_name_14,candidate_moolniwasisamajparty_religion_14,candidate_moolniwasisamajparty_religion_certainty_14,candidate_bahujansangharshparty_kanshiram_name_14,candidate_bahujansangharshparty_kanshiram_religion_14,candidate_bahujansangharshparty_kanshiram_religion_certainty_14,candidate_bharatiyaektadal_name_14,candidate_bharatiyaektadal_religion_14,candidate_bharatiyaektadal_religion_certainty_14,candidate_rashtriyakrantiparty_name_14,candidate_rashtriyakrantiparty_religion_14,candidate_rashtriyakrantiparty_religion_certainty_14,candidate_janshaktiektaparty_name_14,candidate_janshaktiektaparty_religion_14,candidate_janshaktiektaparty_religion_certainty_14,candidate_samyakparivartanparty_name_14,candidate_samyakparivartanparty_religion_14,candidate_samyakparivartanparty_religion_certainty_14,candidate_bhartiyashaktichetnaparty_name_14,candidate_bhartiyashaktichetnaparty_religion_14,candidate_bhartiyashaktichetnaparty_religion_certainty_14,candidate_agarjanparty_name_14,candidate_agarjanparty_religion_14,candidate_agarjanparty_religion_certainty_14,candidate_nationalistcongressparty_name_14,candidate_nationalistcongressparty_religion_14,candidate_nationalistcongressparty_religion_certainty_14,candidate_bhartiyarepublicanparty_insan_name_14,candidate_bhartiyarepublicanparty_insan_religion_14,candidate_bhartiyarepublicanparty_insan_religion_certainty_14,candidate_nehrujanhitcongress_name_14,candidate_nehrujanhitcongress_religion_14,candidate_nehrujanhitcongress_religion_certainty_14,candidate_bharatiyajanataparty_name_14,candidate_bharatiyajanataparty_religion_14,candidate_bharatiyajanataparty_religion_certainty_14,candidate_swaraj_j_name_14,candidate_swaraj_j_religion_14,candidate_swaraj_j_religion_certainty_14,candidate_rashtriyamahangantantraparty_name_14,candidate_rashtriyamahangantantraparty_religion_14,candidate_rashtriyamahangantantraparty_religion_certainty_14,candidate_bhartiyavikasparty_name_14,candidate_bhartiyavikasparty_religion_14,candidate_bhartiyavikasparty_religion_certainty_14,candidate_bharatiyarepublicanpaksha_name_14,candidate_bharatiyarepublicanpaksha_religion_14,candidate_bharatiyarepublicanpaksha_religion_certainty_14,candidate_swarajyapartyofindia_name_14,candidate_swarajyapartyofindia_religion_14,candidate_swarajyapartyofindia_religion_certainty_14,candidate_bharatnirmanparty_name_14,candidate_bharatnirmanparty_religion_14,candidate_bharatnirmanparty_religion_certainty_14,candidate_moulikadhikarparty_name_14,candidate_moulikadhikarparty_religion_14,candidate_moulikadhikarparty_religion_certainty_14,candidate_indiannationalcongress_name_14,candidate_indiannationalcongress_religion_14,candidate_indiannationalcongress_religion_certainty_14,candidate_hindustankrantikaridal_name_14,candidate_hindustankrantikaridal_religion_14,candidate_hindustankrantikaridal_religion_certainty_14,candidate_rashtriyaapnadal_name_14,candidate_rashtriyaapnadal_religion_14,candidate_rashtriyaapnadal_religion_certainty_14,candidate_rashtriyalokdal_name_14,candidate_rashtriyalokdal_religion_14,candidate_rashtriyalokdal_religion_certainty_14
1,1,,,,,,,,,,,,,"JAGDISH SINGH RANA",Hindu,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RATAN SINGH",Unknown,0,"SHAZAN MASOOD ALIAS SHADAN MASOOD",Muslim,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RAJENDER KUMAR",Sikh,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"None of the Above",Unknown,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHIV KUMAR",Hindu,16,SHAHANAVAJ,Unknown,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YOGESH KUMAR",Hindu,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MOHD FIROZ AFTAB",Muslim,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RAGHAV LAKHANPAL",Hindu,83,,,,,,,,,,,,,,,,,,,,,,"IMRAN MASOOD",Muslim,46,,,,,,,,,
2,2,,,,,,,,,,,,,"KANWAR HASAN",Muslim,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARDIP,Unknown,0,"NAHID HASAN",Muslim,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"None of the Above",Unknown,0,,,,,,,,,,,,,,,,SUNITA,Hindu,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RAMKARAN KASHYAP",Unknown,0,,,,,,,,,,,,,,,,,,,,,,"SUNIL KUMAR KASANA",Hindu,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOHANLAL,Unknown,0,,,,,,,,,,,,,"DIVAKAR KASHYAP",Hindu,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HUKUM SINGH",Hindu,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KARTAR SINGH BHADANA",Hindu,24
3,3,,,,,,,,,,,,,"KADIR RANA",Hindu,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ANIL KUMAR",Hindu,22,"VIRENDER SINGH",Hindu,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"None of the Above",Unknown,0,,,,,,,,,,,,,,,,"LALIT CHAUHAN",Hindu,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MO. YAMIN",Unknown,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MOHAMMED YAMIN",Muslim,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHABNAM,Muslim,66,,,,,,,,,,,,,"RAJESH DEVI ALIAS RADHIKA BALIYAN",Hindu,29,,,,,,,"CHATAR SINGH KASHYAP",Hindu,14,,,,"MANGE RAM KASHYAP",Hindu,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DR. SANJEEV KUMAR BALYAN",Hindu,66,,,,,,,,,,,,,,,,,,,,,,"PANKAJ AGARWAL",Hindu,46,,,,,,,,,
4,4,,,,,,,,,,,,,"MALOOK NAGAR",Hindu,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHAHNAWAZ RANA",Hindu,16,"MOHAMAD ADEEB",Muslim,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PARVEZ AQIL",Muslim,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"None of the Above",Unknown,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UDAY ALIES UDAYVEER",Hindu,7,,,,,,,,,,,,,,,,GAURAV,Hindu,66,"MOHAMMAD MOOSA",Muslim,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,KAMAL,Muslim,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KUNWAR BHARATENDRA",Hindu,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"JAYA PRADA NAHATA",Hindu,11
