AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TOTVOTPOLL,POSITION,religion,certainty
237,Manikpur,GEN,SHIVAAUTAR,M,GEN,49,AD,2921,6,Unknown,0
237,Manikpur,GEN,ANILKUMAR SINGH,M,GEN,41,RLM,2557,7,Hindu,46
237,Manikpur,GEN,SANTOSH KUMAR,M,GEN,57,CPI,2524,8,Hindu,46
237,Manikpur,GEN,REKHA NISHAD,F,GEN,40,IND,2479,9,Hindu,62
237,Manikpur,GEN,HEERALAL,M,GEN,59,IND,1777,10,Unknown,0
237,Manikpur,GEN,RAJAN,M,SC,41,IND,1663,11,Unknown,0
237,Manikpur,GEN,JITENDRA SINGH,M,GEN,35,IND,1440,12,Hindu,46
237,Manikpur,GEN,ANEETA SINGH,F,GEN,25,JD(U),1357,13,Hindu,16
237,Manikpur,GEN,KUSUMKALI,F,GEN,36,IND,1283,14,Unknown,0
237,Manikpur,GEN,RAJENDRA,M,GEN,51,IND,981,15,Unknown,0
237,Manikpur,GEN,SRIKRISHNA AZAD,M,SC,56,IND,978,16,Unknown,0
237,Manikpur,GEN,SATYENDRA SINGH,M,GEN,32,RsAD,879,17,Hindu,46
237,Manikpur,GEN,ASHOK KUMAR BHARATIYA,M,SC,32,IND,792,18,Hindu,66
237,Manikpur,GEN,AWADHESH,M,SC,57,IND,719,19,Unknown,0
237,Manikpur,GEN,BODILAL,M,SC,55,ASP,712,20,Unknown,0
237,Manikpur,GEN,RAJENDRA SINGH YADAV,M,GEN,38,IND,655,21,Hindu,18
237,Manikpur,GEN,AWADHBIHARY MISHRA,M,GEN,49,IND,606,22,Hindu,16
238,Jahanabad,GEN,MADAN GOPAL VERMA,M,GEN,57,SP,78920,1,Hindu,33
238,Jahanabad,GEN,SAMEER TRIVEDI,M,GEN,28,BSP,42709,2,Hindu,2
238,Jahanabad,GEN,ADITYA PANDEY,M,GEN,49,RLM,28591,3,Hindu,46
238,Jahanabad,GEN,VANDANA RAKESH SHUKLA,F,GEN,40,INC,11746,4,Hindu,21
238,Jahanabad,GEN,MANOJ KUMAR SHUKLA,M,GEN,58,BJP,4271,5,Hindu,50
238,Jahanabad,GEN,AKHILENDRA PRATAP SINGH,M,SC,36,NCP,3356,6,Hindu,16
238,Jahanabad,GEN,LOKENDRA NISHAD,M,GEN,32,IND,1880,7,Hindu,66
238,Jahanabad,GEN,VISHWANATH VERMA,M,GEN,37,IJP,1844,8,Hindu,46
238,Jahanabad,GEN,DHIRENDRA AWASTHI,M,GEN,25,LJP,1029,9,Hindu,46
238,Jahanabad,GEN,RAMSWAROOP,M,SC,63,RSBP,956,10,Hindu,66
238,Jahanabad,GEN,MOHANLAL,M,GEN,38,IND,838,11,Unknown,0
238,Jahanabad,GEN,SATENDRA SINGH YADAV,M,GEN,28,JaKP,700,12,Hindu,49
238,Jahanabad,GEN,BEDPAL SINGH ALIAS TIKU,M,GEN,48,JD(U),444,13,Hindu,49
238,Jahanabad,GEN,SATYAPAL KUREEL,M,SC,54,RAJUP,423,14,Unknown,0
239,Bindki,GEN,SUKHADEV PRASAD VERMA,M,GEN,55,BSP,49090,1,Hindu,46
239,Bindki,GEN,RAJENDRA SINGH PATEL,M,GEN,49,BJP,41128,2,Hindu,18
239,Bindki,GEN,MAHENDRA BAHADUR,M,GEN,46,SP,34161,3,Unknown,0
239,Bindki,GEN,HAJI RAFI AHMED,M,GEN,42,INC,29874,4,Muslim,26
239,Bindki,GEN,JAY KUMAR,M,GEN,36,BKD,9804,5,Hindu,3
239,Bindki,GEN,SURENDRA KUMAR TIWARI,M,GEN,38,IND,2146,6,Hindu,21
239,Bindki,GEN,RAMBAHADUR,M,GEN,40,LJP,2025,7,Unknown,0
239,Bindki,GEN,AMAR SINGH PATEL,M,GEN,60,AD,1682,8,Hindu,15
239,Bindki,GEN,NANDKISHOR,M,GEN,67,IJP,1399,9,Unknown,0
239,Bindki,GEN,MOBIN KHAN,M,GEN,50,IND,1346,10,Muslim,16
239,Bindki,GEN,ABHIMANYU,M,GEN,40,IND,900,11,Hindu,66
239,Bindki,GEN,RAKESH KUMAR TIWARI,M,GEN,57,IND,812,12,Hindu,50
239,Bindki,GEN,GANGESHWAR,M,GEN,55,ABHM,723,13,Unknown,0
239,Bindki,GEN,QAMAR ALAM,M,GEN,47,RLM,465,14,Muslim,46
239,Bindki,GEN,RAKESH KUMAR SINGH LODHI ADVOCATE,M,GEN,32,RSBP,396,15,Hindu,63
240,Fatehpur   ,GEN,SHED QASIM HASAN,M,GEN,65,SP,49830,1,Muslim,46
240,Fatehpur   ,GEN,JEETENDRA KUMAR LODHI,M,GEN,40,BSP,46044,2,Hindu,83
240,Fatehpur   ,GEN,RADHEY SHYAM GUPTA,M,GEN,72,BJP,44254,3,Hindu,50
240,Fatehpur   ,GEN,RAJENDRA SINGH URF RAJU LODHI,M,GEN,43,INC,30158,4,Hindu,20
240,Fatehpur   ,GEN,JAGDISH NARAYAN SHARMA,M,GEN,41,IND,2584,5,Hindu,50
240,Fatehpur   ,GEN,SHIV PRATAP SINGH PAWAR,M,GEN,30,NCP,2431,6,Hindu,34
240,Fatehpur   ,GEN,RANI DEVI,F,GEN,37,IND,1417,7,Hindu,13
240,Fatehpur   ,GEN,ARUN SINGH,M,GEN,43,LJP,1110,8,Hindu,46
240,Fatehpur   ,GEN,ALIM AKHTAR,M,GEN,39,IND,1075,9,Muslim,46
240,Fatehpur   ,GEN,SUNIL KUMAR SWARNKAR,M,GEN,31,IND,1066,10,Hindu,22
240,Fatehpur   ,GEN,PANKAJ TIWARI,M,GEN,31,JPS,1030,11,Hindu,46
240,Fatehpur   ,GEN,SANJAY YADAV,M,GEN,27,SHS,827,12,Hindu,46
240,Fatehpur   ,GEN,SAHAR NAQVI,F,GEN,26,AITC,714,13,Unknown,0
240,Fatehpur   ,GEN,DR. SHYAMENDRA SINGH,M,GEN,67,IND,699,14,Hindu,16
240,Fatehpur   ,GEN,SANGEETA DEVI,F,SC,34,RSBP,657,15,Hindu,3
240,Fatehpur   ,GEN,RANJANA SINGH CHAUHAN,F,GEN,27,RDHP,643,16,Hindu,52
240,Fatehpur   ,GEN,RAM SUMER,M,GEN,45,IND,592,17,Jain,4
240,Fatehpur   ,GEN,SUNIL KUMAR,M,GEN,46,JD(U),404,18,Hindu,9
240,Fatehpur   ,GEN,MUNAVVAR ALI JAFRI,M,GEN,32,RLM,307,19,Muslim,16
240,Fatehpur   ,GEN,FAHMIDA BEGAM,F,GEN,59,RsAD,271,20,Muslim,83
241,Ayah Shah,GEN,AYODHYA PRASAD PAL,M,GEN,58,BSP,49339,1,Hindu,46
241,Ayah Shah,GEN,ANAND PRAKASH LODHI,M,GEN,51,SP,38242,2,Hindu,3
241,Ayah Shah,GEN,SURENDRA SINGH GAUTAM,M,GEN,60,INC,31904,3,Hindu,24
241,Ayah Shah,GEN,HIRA LAL NISHAD,M,GEN,44,BJP,16279,4,Hindu,29
241,Ayah Shah,GEN,VIRENDRA NISHAD,M,GEN,37,IND,3438,5,Hindu,62
241,Ayah Shah,GEN,CHANDRIKA,M,SC,57,JPS,1638,6,Hindu,66
241,Ayah Shah,GEN,RAJ KUMAR SINGH CHAUHAN,M,GEN,61,NCP,1330,7,Hindu,30
241,Ayah Shah,GEN,LAKSHMAN PAL (JANSEVAK),M,GEN,31,IND,833,8,Hindu,66
241,Ayah Shah,GEN,RAMNARAN,M,GEN,47,IND,787,9,Unknown,0
241,Ayah Shah,GEN,ARVIND KUMAR SHUKLA,M,GEN,36,LJP,737,10,Hindu,50
241,Ayah Shah,GEN,NARENDRA KUMAR ALIAS JAMUNA YADAV,M,GEN,25,IND,565,11,Hindu,52
241,Ayah Shah,GEN,PAWAN KUMAR NISHAD,M,GEN,40,IJP,466,12,Hindu,60
241,Ayah Shah,GEN,RAJEEV LOCHAN NISHAD,M,GEN,43,RLM,416,13,Hindu,60
242,Husainganj,GEN,MO. ASIF,M,GEN,42,BSP,44757,1,Muslim,66
242,Husainganj,GEN,USHA DEVI ALIAS ANILA MAURYA,F,GEN,44,INC,41906,2,Hindu,24
242,Husainganj,GEN,RANVENDRA PRATAP SINGH ALIAS DHUNNI BHAIYA,M,GEN,60,BJP,38644,3,Hindu,34
242,Husainganj,GEN,RAFEY RANA,M,GEN,46,SP,31559,4,Hindu,16
242,Husainganj,GEN,RAKESH KUMAR PRAJAPATI,M,GEN,37,CPI,3900,5,Hindu,50
242,Husainganj,GEN,REKHA PASWAN,F,SC,40,LJP,3797,6,Hindu,83
242,Husainganj,GEN,RAJU SAHU,M,GEN,29,JaKP,2518,7,Hindu,5
242,Husainganj,GEN,RAM PRASAD,M,GEN,48,RSBP,1297,8,Hindu,8
242,Husainganj,GEN,PUSHPA AGRAHARI,F,GEN,37,AITC,1286,9,Hindu,83
242,Husainganj,GEN,GHANSHYAM PAL,M,GEN,35,RLM,715,10,Hindu,46
242,Husainganj,GEN,CHANDRA SHEKHAR,M,GEN,36,JPS,533,11,Hindu,62
242,Husainganj,GEN,DHANANJAY SINGH YADAV(SURYA),M,GEN,30,JD(U),523,12,Hindu,68
243,Khaga,SC,KRISHNA PASWAN,F,SC,46,BJP,59234,1,Hindu,83
243,Khaga,SC,MURLI DHAR,M,SC,56,BSP,40312,2,Hindu,46
243,Khaga,SC,OMPRAKASH GIHAR,M,SC,48,AD,25397,3,Hindu,83
243,Khaga,SC,RAM SAJIWAN NIRMAL,M,SC,51,SP,20875,4,Hindu,6
243,Khaga,SC,ALOK KAITHAL,M,SC,41,INC,8269,5,Unknown,0
243,Khaga,SC,SURENDRA KUMAR SONKAR URF BABLU,M,SC,36,IJP,5495,6,Hindu,22
243,Khaga,SC,RAM NARESH CHAUDHARI,M,SC,38,IND,4586,7,Hindu,20
243,Khaga,SC,CHAUDHARI RAMRAJ NIRMAL,M,SC,54,CPI,2675,8,Unknown,0
243,Khaga,SC,BHODELAL RAM URF BADKU LAL,M,SC,50,IND,2171,9,Hindu,8
243,Khaga,SC,SURENDRA KUMAR,M,SC,35,RLM,1815,10,Hindu,5
243,Khaga,SC,SUKHRAM,M,SC,32,AITC,1667,11,Sikh,66
243,Khaga,SC,RAM VISHAL,M,SC,50,JaKP,1563,12,Hindu,8
243,Khaga,SC,ANIL KUMAR SINGH PASWAN,M,SC,40,LJP,1060,13,Hindu,44
243,Khaga,SC,BAL CHANDRA,M,SC,27,JD(U),774,14,Hindu,16
244,Rampur Khas,GEN,PRAMOD KUMAR,M,GEN,59,INC,74545,1,Hindu,46
244,Rampur Khas,GEN,HIRAMANI PATEL,M,GEN,59,BSP,43011,2,Hindu,16
244,Rampur Khas,GEN,SYED AHTESHAM AHAMAD,M,GEN,31,SP,19684,3,Unknown,0
244,Rampur Khas,GEN,LAL SUNIL PRATAP SINGH,M,GEN,49,IND,2345,4,Hindu,20
244,Rampur Khas,GEN,DOODHANATH,M,GEN,65,BJP,1986,5,Unknown,0
244,Rampur Khas,GEN,SADASHIV,M,GEN,36,AD,1420,6,Hindu,66
244,Rampur Khas,GEN,ASHOK KUMAR,M,GEN,45,LD,1245,7,Hindu,46
244,Rampur Khas,GEN,RAVIRAJ MAURYA,M,GEN,40,RaMSP,1157,8,Hindu,46
244,Rampur Khas,GEN,RAJKUMAR,M,GEN,38,IND,1123,9,Hindu,16
244,Rampur Khas,GEN,SHEEV BAHADUR,M,GEN,32,MwSP,1008,10,Unknown,0
244,Rampur Khas,GEN,DEVENDRA SINGH,M,GEN,50,NCP,971,11,Hindu,5
244,Rampur Khas,GEN,UDAY RAJ,M,GEN,35,IND,764,12,Hindu,9
244,Rampur Khas,GEN,JAUVAD ALI,M,GEN,48,RUC,673,13,Muslim,16
244,Rampur Khas,GEN,CHANDRA KANT PANDEY,M,GEN,48,JD(U),543,14,Hindu,46
244,Rampur Khas,GEN,CHANDRABHAN,M,GEN,61,RLM,423,15,Hindu,66
245,Babaganj,SC,VINOD KUMAR,M,SC,35,IND,69332,1,Hindu,46
245,Babaganj,SC,MAHENDRA KUMAR,M,SC,36,BSP,27266,2,Hindu,46
245,Babaganj,SC,SURESH BHARTI,M,SC,52,INC,25920,3,Hindu,46
245,Babaganj,SC,KAMLESH KUMAR,M,SC,36,AD,5005,4,Hindu,46
245,Babaganj,SC,SEETARAM,M,SC,34,IND,3954,5,Unknown,0
245,Babaganj,SC,RAM KRIPAAL,M,SC,44,IND,2851,6,Hindu,6
245,Babaganj,SC,LALLU PRASAD,M,SC,52,BJP,2508,7,Hindu,16
245,Babaganj,SC,VIJAY PAL,M,SC,42,LJP,1153,8,Hindu,46
245,Babaganj,SC,RAM AUTAR,M,SC,46,RLM,951,9,Hindu,6
245,Babaganj,SC,RAJESH KUMAR,M,SC,32,JD(U),936,10,Hindu,46
245,Babaganj,SC,ASHOK,M,SC,49,RsAD,790,11,Hindu,66
246,Kunda,GEN,RAGHURAJ PRATAP SINGH,M,GEN,38,IND,111392,1,Hindu,16
246,Kunda,GEN,SHIV PRAKASH MISHRA SENANI,M,GEN,51,BSP,23137,2,Hindu,18
246,Kunda,GEN,RAM SHANKAR,M,GEN,44,INC,14341,3,Hindu,29
246,Kunda,GEN,TRIBHUVAN,M,GEN,59,BJP,3515,4,Hindu,66
246,Kunda,GEN,PANNA LAL,M,GEN,50,IND,3216,5,Hindu,46
246,Kunda,GEN,SURESH,M,GEN,35,IND,3005,6,Hindu,66
246,Kunda,GEN,SANTOSH KUMAR,M,GEN,45,PECP,2027,7,Hindu,46
246,Kunda,GEN,RAJESH KUMAR,M,GEN,29,IND,1896,8,Hindu,46
246,Kunda,GEN,KUSUM SINGH,F,GEN,52,RLM,872,9,Hindu,46
246,Kunda,GEN,SHYAM BAHADUR,M,GEN,36,AITC,511,10,Unknown,0
247,Bishwavnathganj,GEN,RAJA RAM,M,GEN,55,SP,49138,1,Hindu,10
247,Bishwavnathganj,GEN,SINDHUJA MISHRA SENANI,F,GEN,47,BSP,39951,2,Hindu,83
247,Bishwavnathganj,GEN,AJAZ AHMAD,M,GEN,44,AD,33707,3,Hindu,2
247,Bishwavnathganj,GEN,ANIL PRATAP SINGH,M,GEN,54,INC,16028,4,Hindu,19
247,Bishwavnathganj,GEN,SUSHIL KUMAR SINGH,M,GEN,44,BJP,14264,5,Hindu,50
247,Bishwavnathganj,GEN,RAM BARAN SINGH,M,GEN,54,CPI,4290,6,Hindu,8
247,Bishwavnathganj,GEN,MOHD. SAMI,M,GEN,51,RSBP,3047,7,Muslim,6
247,Bishwavnathganj,GEN,ROHIT SINGH,M,GEN,26,RBHP,2304,8,Hindu,46
247,Bishwavnathganj,GEN,INDRAKAR MISHRA,M,GEN,36,SJP(R),1812,9,Hindu,16
247,Bishwavnathganj,GEN,RUDRA PRATAP,M,GEN,62,RLM,1717,10,Hindu,25
247,Bishwavnathganj,GEN,MUHD. SHAMIM KHAN,M,GEN,51,RUC,1326,11,Hindu,33
247,Bishwavnathganj,GEN,NAGENDRA PRATAP,M,GEN,37,IND,1251,12,Hindu,20
247,Bishwavnathganj,GEN,SHASHIDHAR,M,GEN,36,JD(U),1222,13,Hindu,66
247,Bishwavnathganj,GEN,ASHOK KUMAR,M,SC,47,IND,1145,14,Hindu,46
247,Bishwavnathganj,GEN,JAYANT KUMAR PAL,M,GEN,49,IND,1047,15,Hindu,50
247,Bishwavnathganj,GEN,MANSHOOR AKHTAR,M,GEN,42,JMM,1007,16,Muslim,16
247,Bishwavnathganj,GEN,SANT LAL,M,GEN,34,IND,983,17,Sikh,6
247,Bishwavnathganj,GEN,KAMLESHWAR SINGH,M,GEN,44,BPNP,795,18,Hindu,16
247,Bishwavnathganj,GEN,RAM JIYAWAN,M,GEN,48,RPI(A),755,19,Hindu,6
247,Bishwavnathganj,GEN,ABDUL SATTAR,M,GEN,32,MC,715,20,Muslim,23
247,Bishwavnathganj,GEN,MAHENDRA PRATAP YADAV,M,GEN,36,AITC,708,21,Hindu,29
247,Bishwavnathganj,GEN,GANGA PRASAD,M,GEN,42,KrSaP,704,22,Hindu,46
247,Bishwavnathganj,GEN,LALJI RAWAT,M,GEN,48,JaBhP,696,23,Hindu,16
247,Bishwavnathganj,GEN,ZAHID ALI,M,GEN,38,IND,682,24,Muslim,46
247,Bishwavnathganj,GEN,SANDEEP KUMAR,M,GEN,27,NCP,657,25,Hindu,46
247,Bishwavnathganj,GEN,VINDESHWARI PRASAD,M,GEN,72,JaKP,650,26,Hindu,16
247,Bishwavnathganj,GEN,PHOOL CHANDRA SONI,M,GEN,31,IND,445,27,Hindu,46
247,Bishwavnathganj,GEN,RADHEY SHYAM,M,SC,50,IND,367,28,Hindu,62
247,Bishwavnathganj,GEN,IBNE SAUD,M,GEN,25,IND,238,29,Muslim,66
248,Pratapgarh,GEN,NAGENDRA SINGH "MUNNA YADAV",M,GEN,44,SP,43754,1,Hindu,28
248,Pratapgarh,GEN,SANJAY,M,GEN,44,BSP,36244,2,Hindu,66
248,Pratapgarh,GEN,HARI PRATAP SINGH,M,GEN,56,BJP,25619,3,Hindu,8
248,Pratapgarh,GEN,ANISH SINGH "RINKU",M,GEN,36,AD,24278,4,Hindu,13
248,Pratapgarh,GEN,SHYAM KISHOR,M,GEN,55,INC,7772,5,Hindu,62
248,Pratapgarh,GEN,RAJKUMAR SINGH "RAI SAHAB",M,GEN,42,LJP,7509,6,Hindu,28
248,Pratapgarh,GEN,BRIJESH SAURABH,M,GEN,44,JD(U),6136,7,Hindu,4
248,Pratapgarh,GEN,RAMKARAN PAL,M,GEN,57,RALP,1337,8,Hindu,16
248,Pratapgarh,GEN,ABHAY,M,GEN,30,RLM,1271,9,Hindu,66
248,Pratapgarh,GEN,SUSHIL KUMAR,M,GEN,39,IND,1096,10,Hindu,46
248,Pratapgarh,GEN,MANOJ KUMAR,M,GEN,42,IND,1054,11,Hindu,46
248,Pratapgarh,GEN,MUKESH MISHRA,M,GEN,31,JaVM,1040,12,Hindu,46
248,Pratapgarh,GEN,ABDUL RASHID ANSARI,M,GEN,59,MC,842,13,Muslim,24
248,Pratapgarh,GEN,RAMDEEN,M,GEN,37,NCP,817,14,Unknown,0
248,Pratapgarh,GEN,SUSHEEL KUMAR,M,GEN,44,RUC,816,15,Hindu,46
248,Pratapgarh,GEN,JAHID "BABBE BHAI",M,GEN,38,MeyP,736,16,Unknown,0
248,Pratapgarh,GEN,DR. A. K. KULSHRESHTHA,M,GEN,55,JaBhP,723,17,Unknown,0
248,Pratapgarh,GEN,RAM PRATAP ALIAS MENDHU PASI,M,SC,45,IND,707,18,Hindu,17
248,Pratapgarh,GEN,LALIT KUMAR,M,GEN,32,IND,684,19,Hindu,9
248,Pratapgarh,GEN,GUNAKAR,M,GEN,42,LD,655,20,Hindu,66
248,Pratapgarh,GEN,ER. PRABHAT CHANDRA TRIPATHI,M,GEN,40,RJPK,636,21,Hindu,50
248,Pratapgarh,GEN,RAMKARAN,M,GEN,60,RsAD,587,22,Unknown,0
248,Pratapgarh,GEN,KHARPATTURAM,M,SC,65,IND,581,23,Unknown,0
248,Pratapgarh,GEN,TARUN KUMAR ALIAS VARUN,M,GEN,38,PBSD,533,24,Hindu,24
248,Pratapgarh,GEN,SHIVRAM,M,GEN,53,IND,478,25,Hindu,66
248,Pratapgarh,GEN,ARUNA DEVI,F,GEN,41,MwSP,463,26,Hindu,13
248,Pratapgarh,GEN,SHUKDEO PRASAD,M,SC,74,RPI,444,27,Hindu,16
248,Pratapgarh,GEN,RAMDAYAL VERMA,M,GEN,54,RSBP,436,28,Hindu,16
248,Pratapgarh,GEN,KUSH OJHA,M,GEN,36,YVP,385,29,Hindu,3
248,Pratapgarh,GEN,CHATURI PRASAD,M,GEN,53,IND,358,30,Hindu,16
248,Pratapgarh,GEN,SHITLA PRASAD AGRAHARI "SUJAN",M,GEN,40,IND,313,31,Hindu,83
248,Pratapgarh,GEN,MOHD IRSHAD,M,GEN,45,IND,295,32,Muslim,31
249,Patti,GEN,RAM SINGH,M,GEN,28,SP,61434,1,Hindu,8
249,Patti,GEN,RAJENDRA PRATAP SINGH URF MOTI SINGH,M,GEN,54,BJP,61278,2,Hindu,20
249,Patti,GEN,ARCHANA DEVI,F,GEN,33,BSP,52350,3,Hindu,13
249,Patti,GEN,AJEET PRATAP SINGH,M,GEN,53,INC,2945,4,Hindu,12
249,Patti,GEN,KAMLESH,M,GEN,57,IND,2220,5,Hindu,66
249,Patti,GEN,RUDRA PRATAP,M,GEN,35,AD,1436,6,Hindu,25
249,Patti,GEN,SHYAM SUNDER,M,GEN,34,LJP,1355,7,Hindu,53
249,Patti,GEN,JEET LAL,M,SC,41,PBSD,1186,8,Unknown,0
249,Patti,GEN,RAKESH,M,GEN,32,SJP(R),1124,9,Hindu,66
249,Patti,GEN,LALIT NARAYAN MISHRA,M,GEN,37,RUC,1063,10,Hindu,24
249,Patti,GEN,GIREESH CHANDRA,M,GEN,31,NCP,1034,11,Hindu,16
249,Patti,GEN,BAL MUKUND,M,GEN,44,RLM,969,12,Hindu,66
249,Patti,GEN,BIRENDRA,M,GEN,33,AITC,627,13,Hindu,66
249,Patti,GEN,HARI LAL,M,SC,36,JD(U),477,14,Hindu,3
249,Patti,GEN,SURESH KUMAR,M,SC,27,BRPP,463,15,Hindu,46
249,Patti,GEN,RAM SINGH PATEL,M,GEN,33,BRABSVP,350,16,Hindu,21
250,Raniganj,GEN,PRO. SHIVAKANT OJHA,M,GEN,60,SP,63076,1,Muslim,2
250,Raniganj,GEN,MANSHA AHMAD,M,GEN,57,BSP,50472,2,Hindu,27
250,Raniganj,GEN,LAKSHMI NARAYAN PANDEY "GURU JEE",M,GEN,55,BJP,16779,3,Hindu,66
250,Raniganj,GEN,RAM KUMAR YADAV,M,GEN,39,AD,13739,4,Hindu,20
250,Raniganj,GEN,RAMPAL,M,GEN,44,INC,3463,5,Unknown,0
250,Raniganj,GEN,SHASHI BHUSAN,M,GEN,36,SJP(R),2009,6,Hindu,83
250,Raniganj,GEN,NISAR AHMAD,M,GEN,42,NCP,1774,7,Hindu,2
250,Raniganj,GEN,ANIL KUMAR,M,GEN,31,JD(U),1756,8,Hindu,22
250,Raniganj,GEN,AVADHESH NARAYAN SINGH,M,GEN,63,IND,1151,9,Hindu,50
250,Raniganj,GEN,BRIJENDRA KUMAR,M,GEN,37,IND,817,10,Hindu,16
250,Raniganj,GEN,RAM ASREY SINGH PATEL,M,GEN,46,IND,798,11,Hindu,21
250,Raniganj,GEN,SHAMSHUL QAMAR,M,GEN,44,IND,795,12,Muslim,66
250,Raniganj,GEN,PULKIT,M,GEN,27,MeyP,678,13,Hindu,66
250,Raniganj,GEN,IZHAR,M,GEN,25,RUC,669,14,Muslim,66
250,Raniganj,GEN,RAMESH PANDEY,M,GEN,38,JaBhP,643,15,Hindu,5
250,Raniganj,GEN,NOOR JAHAN,F,GEN,57,VIP,520,16,Muslim,10
250,Raniganj,GEN,AJMAL KHAN,M,GEN,47,IND,517,17,Muslim,5
250,Raniganj,GEN,NIRMALA,F,GEN,39,RLM,502,18,Unknown,0
250,Raniganj,GEN,DINESH CHANDRA,M,GEN,47,RPI(A),401,19,Hindu,46
250,Raniganj,GEN,RAM SAHAY,M,GEN,49,IND,386,20,Hindu,11
250,Raniganj,GEN,TEJBHAN,M,GEN,33,LJP,385,21,Unknown,0
250,Raniganj,GEN,FAIYAZ JAMA,M,GEN,40,IND,306,22,Muslim,5
250,Raniganj,GEN,DINESH KUMAR ADVOCATE,M,GEN,39,IJP,270,23,Hindu,66
251,Sirathu,GEN,KESHAV PRASAD,M,GEN,45,BJP,57926,1,Hindu,46
251,Sirathu,GEN,ANAND MOHAN,M,GEN,41,BSP,48063,2,Hindu,2
251,Sirathu,GEN,KAILASH CHANDRA KESARWANI,M,GEN,56,SP,32309,3,Hindu,66
251,Sirathu,GEN,MOHD FARID KHAN,M,GEN,53,INC,20890,4,Muslim,25
251,Sirathu,GEN,ISTIYAK AHMAD,M,GEN,44,AD,9527,5,Hindu,2
251,Sirathu,GEN,MATESH CHANDRA SONKER,M,SC,45,IND,4382,6,Hindu,83
251,Sirathu,GEN,CHHEDDO,M,SC,35,IND,3756,7,Unknown,0
251,Sirathu,GEN,HEERA MANI TRIPATHI (GUDDEN),M,GEN,39,RLM,2370,8,Hindu,4
251,Sirathu,GEN,JITENDRA KUMAR,M,SC,35,IND,2019,9,Hindu,46
251,Sirathu,GEN,SANJAY KUMAR,M,SC,25,IJP,1152,10,Hindu,46
251,Sirathu,GEN,SHYAM NARAYAN,M,GEN,42,IND,1092,11,Hindu,62
251,Sirathu,GEN,NASEEM AKHTAR,M,GEN,25,IND,893,12,Muslim,46
251,Sirathu,GEN,DHIRENDRA KUMAR CHATURVEDI,M,GEN,48,NCP,821,13,Hindu,50
251,Sirathu,GEN,RAMSUKH,M,SC,25,LJP,738,14,Unknown,0
251,Sirathu,GEN,MOHD.YUSUF,M,GEN,36,IND,735,15,Unknown,0
251,Sirathu,GEN,BAL MUKUND,M,GEN,50,IND,732,16,Hindu,66
251,Sirathu,GEN,ASHUTOSH KUMAR,M,GEN,33,JD(U),650,17,Hindu,46
251,Sirathu,GEN,DEEPAK KUMAR,M,SC,41,IOP,644,18,Hindu,9
251,Sirathu,GEN,RAJENDRA SONKAR,M,SC,32,LD,641,19,Unknown,0
251,Sirathu,GEN,PANCHAM SINGH,M,GEN,60,JaKP,528,20,Hindu,16
251,Sirathu,GEN,VIJAY KUMAR TRIPATHI,M,GEN,26,AMKP,481,21,Hindu,50
251,Sirathu,GEN,RAJENDRA SINGH,M,GEN,39,IND,445,22,Hindu,4
251,Sirathu,GEN,DHEERENDRA KUMAR,M,SC,32,RPI(A),376,23,Hindu,16
251,Sirathu,GEN,BRIJ BHUSAN,M,GEN,46,IND,263,24,Hindu,83
252,Manjhanpur ,SC,INDRAJEET SAROJ,M,SC,45,BSP,91000,1,Hindu,32
252,Manjhanpur ,SC,SHIV MOHAN CHAUDHARY,M,SC,42,SP,86818,2,Hindu,17
252,Manjhanpur ,SC,MAHENDRA KUMAR,M,SC,37,INC,16041,3,Hindu,46
252,Manjhanpur ,SC,SUKUROO LAL,M,SC,50,IND,3994,4,Hindu,16
252,Manjhanpur ,SC,SURESH CHANDRA,M,SC,39,BJP,3820,5,Hindu,46
252,Manjhanpur ,SC,PRADEEP KUMAR VERMA,M,SC,32,AD,3424,6,Hindu,33
252,Manjhanpur ,SC,MAHESH CHANDRA,M,SC,39,IND,880,7,Hindu,46
252,Manjhanpur ,SC,AMIT KUMAR,M,SC,31,RLM,748,8,Hindu,46
252,Manjhanpur ,SC,AMAR NATH,M,SC,38,LJP,684,9,Hindu,2
252,Manjhanpur ,SC,NATHAN LAL,M,SC,60,RPI(A),589,10,Hindu,5
252,Manjhanpur ,SC,AMAR SINGH,M,SC,30,RSMD,548,11,Hindu,4
253,Chail,GEN,MOHD ASHIF JAFRI,M,GEN,45,BSP,54796,1,Muslim,46
253,Chail,GEN,CHANDRA BALI,M,GEN,44,SP,53506,2,Hindu,46
253,Chail,GEN,SHASHI BHUSHAN URF BALAM,M,GEN,44,AD,21756,3,Hindu,66
253,Chail,GEN,VIJAI PRAKASH,M,SC,63,INC,14547,4,Unknown,0
253,Chail,GEN,UDHOV SINGH,M,GEN,47,IND,4984,5,Hindu,16
253,Chail,GEN,LAKHAN SINGH RAJPASI,M,SC,45,BKRP,4565,6,Hindu,68
253,Chail,GEN,JAI CHANDRA,M,GEN,53,BJP,4528,7,Hindu,3
253,Chail,GEN,TIKAM,M,SC,53,IND,3818,8,Unknown,0
253,Chail,GEN,M.U. AHMAD (MAMMU),M,GEN,47,IND,2671,9,Muslim,83
253,Chail,GEN,RAM MURAT,M,GEN,51,RLM,1959,10,Hindu,6
